Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),54.9,53.8
Population below age 15 years (%),37.1,41.3
"Sex ratio of the total population (females per 1,000 males)","1,122","1,145"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",812,982
Children under age 5 years whose birth was registered with the civil authority (%),86.1,65.4
Deaths in the last 3 years registered with the civil authority (%),27.5,na
Population living in households with electricity (%),97.2,60.2
Population living in households with an improved drinking-water source (%),99.8,100.0
Population living in households that use an improved sanitation facility(%),48.7,28.2
Households using clean fuel for cooking (%),41.6,18.3
Households using iodized salt (%),96.0,91.6
Households with any usual member covered under a health insurance/financing scheme (%),25.3,15.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.3,na
Women who are literate (%),49.4,na
Women with 10 or more years of schooling (%),22.7,18.7
Women age 20-24 years married before age 18 years (%),45.1,44.3
Births in the 5 years preceding the survey that are third or higher order (%),4.0,4.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.3,11.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),57.5,35.4
Any method (%),61.3,17.4
Any modern method (%),48.8,16.9
Female sterilization (%),37.5,15.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.4,1.1
Pill (%),3.0,0.5
Condom (%),4.9,0.0
Injectables (%),1.1,0.0
Total unmet need(%),12.7,23.7
Unmet need for spacing (%),6.8,9.3
Health worker ever talked to female non-users about family planning (%),21.5,5.2
Current users ever told about side effects of current method (%),50.2,39.6
Mothers who had an antenatal check-up in the first trimester (%),51.8,25.4
Mothers who had at least 4 antenatal care visits (%),24.9,9.4
Mothers whose last birth was protected against neonatal tetanus (%),91.9,84.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),22.0,6.6
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.2,2.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.6,74.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),50.5,25.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,230","2,648"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),1.1,1.7
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),50.9,na
Institutional births (%),69.9,47.2
Institutional births in public facility (%),55.8,33.7
Home births that were conducted by skilled health personnel (%),10.7,13.7
Births attended by skilled health personnel (%),75.9,59.7
Births delivered by caesarean section (%),10.6,5.5
Births in a private health facility that were delivered by caesarean section (%),52.7,28.6
Births in a public health facility that were delivered by caesarean section (%),5.7,4.9
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),66.3,52.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),80.7,70.2
Children age 12-23 months who have received BCG (%),95.2,91.5
Children age 12-23 months who have received 3 doses of polio vaccine (%),69.0,65.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),78.3,72.0
