Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),58.2,50.6
Population below age 15 years (%),40.0,42.9
"Sex ratio of the total population (females per 1,000 males)","1,185","1,064"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",841,897
Children under age 5 years whose birth was registered with the civil authority (%),68.8,44.7
Deaths in the last 3 years registered with the civil authority (%),34.4,na
Population living in households with electricity (%),94.8,42.6
Population living in households with an improved drinking-water source (%),99.9,99.5
Population living in households that use an improved sanitation facility(%),48.3,23.1
Households using clean fuel for cooking (%),44.2,14.4
Households using iodized salt (%),96.9,91.7
Households with any usual member covered under a health insurance/financing scheme (%),19.4,10.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.8,na
Women who are literate (%),50.2,na
Women with 10 or more years of schooling (%),20.1,13.1
Women age 20-24 years married before age 18 years (%),49.2,44.1
Births in the 5 years preceding the survey that are third or higher order (%),4.8,6.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.7,17.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),41.5,21.1
Any method (%),49.9,5.5
Any modern method (%),40.8,5.5
Female sterilization (%),31.8,3.6
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.1,0.3
Pill (%),1.8,0.7
Condom (%),2.5,0.8
Injectables (%),1.2,0.1
Total unmet need(%),17.2,23.7
Unmet need for spacing (%),8.0,10.1
Health worker ever talked to female non-users about family planning (%),18.4,8.4
Current users ever told about side effects of current method (%),45.7,(29.9)
Mothers who had an antenatal check-up in the first trimester (%),45.4,22.0
Mothers who had at least 4 antenatal care visits (%),21.7,12.1
Mothers whose last birth was protected against neonatal tetanus (%),86.4,81.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),18.4,3.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.8,1.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),83.5,73.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),43.7,21.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,811","2,867"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.2,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),41.8,na
Institutional births (%),61.5,44.9
Institutional births in public facility (%),43.0,29.3
Home births that were conducted by skilled health personnel (%),7.9,14.6
Births attended by skilled health personnel (%),67.4,57.4
Births delivered by caesarean section (%),5.4,3.6
Births in a private health facility that were delivered by caesarean section (%),22.7,18.9
Births in a public health facility that were delivered by caesarean section (%),2.8,2.2
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),68.3,49.3
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),73.8,70.2
Children age 12-23 months who have received BCG (%),90.8,84.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),74.1,71.1
