Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),69.5,67.9
Population below age 15 years (%),32.7,33.6
"Sex ratio of the total population (females per 1,000 males)",950,964
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,002","1,017"
Children under age 5 years whose birth was registered with the civil authority (%),73.6,66.8
Deaths in the last 3 years registered with the civil authority (%),39.9,na
Population living in households with electricity (%),99.0,87.0
Population living in households with an improved drinking-water source (%),98.8,99.2
Population living in households that use an improved sanitation facility(%),61.0,52.3
Households using clean fuel for cooking (%),64.6,51.7
Households using iodized salt (%),92.9,98.7
Households with any usual member covered under a health insurance/financing scheme (%),10.2,9.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),18.2,na
Women who are literate (%),67.6,na
Women with 10 or more years of schooling (%),43.6,39.6
Women age 20-24 years married before age 18 years (%),26.6,29.1
Births in the 5 years preceding the survey that are third or higher order (%),8.0,3.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.1,8.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.3,56.7
Any method (%),49.3,39.4
Any modern method (%),42.3,38.0
Female sterilization (%),31.4,33.2
Male sterilization (%),0.1,0.1
IUD/PPIUD (%),1.9,1.4
Pill (%),2.9,0.8
Condom (%),4.9,2.0
Injectables (%),0.5,0.6
Total unmet need(%),15.0,17.8
Unmet need for spacing (%),4.6,7.9
Health worker ever talked to female non-users about family planning (%),18.6,24.2
Current users ever told about side effects of current method (%),46.4,51.3
Mothers who had an antenatal check-up in the first trimester (%),51.7,51.9
Mothers who had at least 4 antenatal care visits (%),17.9,21.7
Mothers whose last birth was protected against neonatal tetanus (%),83.0,93.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),20.7,21.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.7,2.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),88.8,80.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.0,63.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,863","1,647"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),1.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),63.1,na
Institutional births (%),89.1,86.4
Institutional births in public facility (%),51.0,50.6
Home births that were conducted by skilled health personnel (%),3.3,2.1
Births attended by skilled health personnel (%),81.4,84.2
Births delivered by caesarean section (%),22.0,15.6
Births in a private health facility that were delivered by caesarean section (%),47.0,36.9
Births in a public health facility that were delivered by caesarean section (%),7.9,4.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),56.6,69.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(72.5),85.2
Children age 12-23 months who have received BCG (%),98.4,88.8
Children age 12-23 months who have received 3 doses of polio vaccine (%),67.0,74.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.9,85.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),78.6,84.2
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),20.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),11.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),78.7,76.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),58.4,58.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.9,84.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),5.1,13.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.3,3.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(43.8),(56.4)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(20.7),(41.4)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(67.8),(57.0)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.8,(64.5)
Children under age 3 years breastfed within one hour of birth (%),34.1,39.0
Children under age 6 months exclusively breastfed (%),(22.3),35.4
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,32.0
Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.0,3.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(6.0),(5.4)
Total children age 6-23 months receiving an adequate diet  (%),8.3,4.0
Children under 5 years who are stunted (height-for-age) (%),34.5,43.5
Children under 5 years who are wasted (weight-for-height) (%),27.5,28.5
Children under 5 years who are severely wasted (weight-for-height) (%),10.6,11.5
Children under 5 years who are underweight (weight-for-age) (%),39.6,43.3
Children under 5 years who are overweight (weight-for-height) (%),1.4,0.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.6,24.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.5,19.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),66.9,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.4,51.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.3,58.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(63.7),40.7
All women age 15-49 years who are anaemic (%),67.1,57.1
All women age 15-19 years who are anaemic (%),62.8,57.2
Women - Blood sugar level - high (141-160 mg/dl)(%),7.6,na
Women - Blood sugar level - very high (>160 mg/dl)(%),7.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),10.0,na
Men - Blood sugar level - very high (>160 mg/dl) (%),8.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.9,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.1,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.5,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.4,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.8,na
  Ever undergone a screening test for cervical cancer (%),1.6,na
  Ever undergone a breast examination for breast cancer (%),0.6,na
Ever undergone an oral cavity examination for oral cancer (%),0.1,na
Women age 15 years and above who use any kind of tobacco (%),2.1,na
Men age 15 years and above who use any kind of tobacco (%),39.9,na
Women age 15 years and above who consume alcohol (%),0.4,na
Men age 15 years and above who consume alcohol (%),21.0,na
