,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),58.2,50.6
1,Population below age 15 years (%),40.0,42.9
2,"Sex ratio of the total population (females per 1,000 males)","1,185","1,064"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",841,897
4,Children under age 5 years whose birth was registered with the civil authority (%),68.8,44.7
5,Deaths in the last 3 years registered with the civil authority (%),34.4,na
6,Population living in households with electricity (%),94.8,42.6
7,Population living in households with an improved drinking-water source (%),99.9,99.5
8,Population living in households that use an improved sanitation facility(%),48.3,23.1
9,Households using clean fuel for cooking (%),44.2,14.4
10,Households using iodized salt (%),96.9,91.7
11,Households with any usual member covered under a health insurance/financing scheme (%),19.4,10.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.8,na
13,Women who are literate (%),50.2,na
14,Women with 10 or more years of schooling (%),20.1,13.1
15,Women age 20-24 years married before age 18 years (%),49.2,44.1
16,Births in the 5 years preceding the survey that are third or higher order (%),4.8,6.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.7,17.7
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),41.5,21.1
19,Any method (%),49.9,5.5
20,Any modern method (%),40.8,5.5
21,Female sterilization (%),31.8,3.6
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.1,0.3
24,Pill (%),1.8,0.7
25,Condom (%),2.5,0.8
26,Injectables (%),1.2,0.1
27,Total unmet need(%),17.2,23.7
28,Unmet need for spacing (%),8.0,10.1
29,Health worker ever talked to female non-users about family planning (%),18.4,8.4
30,Current users ever told about side effects of current method (%),45.7,(29.9)
31,Mothers who had an antenatal check-up in the first trimester (%),45.4,22.0
32,Mothers who had at least 4 antenatal care visits (%),21.7,12.1
33,Mothers whose last birth was protected against neonatal tetanus (%),86.4,81.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),18.4,3.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.8,1.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),83.5,73.7
37,days of delivery (%),43.7,21.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,811","2,867"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.2,0.0
40,days of delivery (%),41.8,na
41,Institutional births (%),61.5,44.9
42,Institutional births in public facility (%),43.0,29.3
43,Home births that were conducted by skilled health personnel (%),7.9,14.6
44,Births attended by skilled health personnel (%),67.4,57.4
45,Births delivered by caesarean section (%),5.4,3.6
46,Births in a private health facility that were delivered by caesarean section (%),22.7,18.9
47,Births in a public health facility that were delivered by caesarean section (%),2.8,2.2
48,mother's recall (%),68.3,49.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),73.8,70.2
50,Children age 12-23 months who have received BCG (%),90.8,84.9
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),74.1,71.1
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),79.2,69.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),77.0,64.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),23.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.7,56.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),51.5,48.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.5,92.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),5.5,7.6
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),13.4,16.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),40.7,45.2
