,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),59.8,52.8
1,Population below age 15 years (%),36.5,41.4
2,"Sex ratio of the total population (females per 1,000 males)","1,088",936
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",904,889
4,Children under age 5 years whose birth was registered with the civil authority (%),71.5,50.5
5,Deaths in the last 3 years registered with the civil authority (%),29.4,na
6,Population living in households with electricity (%),93.5,47.2
7,Population living in households with an improved drinking-water source (%),99.7,96.4
8,Population living in households that use an improved sanitation facility(%),43.3,21.6
9,Households using clean fuel for cooking (%),31.4,18.1
10,Households using iodized salt (%),97.7,89.9
11,Households with any usual member covered under a health insurance/financing scheme (%),20.0,10.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.2,na
13,Women who are literate (%),52.5,na
14,Women with 10 or more years of schooling (%),21.6,17.2
15,Women age 20-24 years married before age 18 years (%),39.1,44.0
16,Births in the 5 years preceding the survey that are third or higher order (%),5.8,5.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.5,19.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),42.9,23.3
19,Any method (%),50.7,4.0
20,Any modern method (%),40.2,3.9
21,Female sterilization (%),34.5,2.0
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.2,0.1
24,Pill (%),1.0,0.5
25,Condom (%),2.7,0.8
26,Injectables (%),0.7,0.5
27,Total unmet need(%),12.1,22.3
28,Unmet need for spacing (%),6.3,8.5
29,Health worker ever talked to female non-users about family planning (%),21.0,12.8
30,Current users ever told about side effects of current method (%),38.9,*
31,Mothers who had an antenatal check-up in the first trimester (%),55.0,22.5
32,Mothers who had at least 4 antenatal care visits (%),25.4,14.2
33,Mothers whose last birth was protected against neonatal tetanus (%),89.7,81.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),9.9,14.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.5,5.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),83.9,81.9
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),57.3,28.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,882","3,172"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),1.4,2.7
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),64.1,na
41,Institutional births (%),79.5,64.2
42,Institutional births in public facility (%),60.6,52.0
43,Home births that were conducted by skilled health personnel (%),4.0,12.0
44,Births attended by skilled health personnel (%),78.4,71.0
45,Births delivered by caesarean section (%),6.4,5.0
46,Births in a private health facility that were delivered by caesarean section (%),25.2,29.5
47,Births in a public health facility that were delivered by caesarean section (%),2.8,2.8
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),62.1,29.4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.7,(38.7)
50,Children age 12-23 months who have received BCG (%),88.8,74.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),74.7,54.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),74.3,64.3
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),79.9,56.7
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),21.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),73.4,44.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),62.4,61.2
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.8,95.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.0,4.7
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),22.1,10.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),56.8,49.5
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),16.4,26.2
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),59.7,40.4
