Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.9,62.4
Population below age 15 years (%),34.2,36.1
"Sex ratio of the total population (females per 1,000 males)","1,003","1,033"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",872,885
Children under age 5 years whose birth was registered with the civil authority (%),70.7,89.2
Deaths in the last 3 years registered with the civil authority (%),44.6,na
Population living in households with electricity (%),97.9,66.6
Population living in households with an improved drinking-water source (%),99.7,99.9
Population living in households that use an improved sanitation facility(%),45.9,27.0
Households using clean fuel for cooking (%),42.9,21.0
Households using iodized salt (%),92.2,92.0
Households with any usual member covered under a health insurance/financing scheme (%),9.6,14.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.2,na
Women who are literate (%),64.1,na
Women with 10 or more years of schooling (%),34.6,28.5
Women age 20-24 years married before age 18 years (%),31.2,34.9
Births in the 5 years preceding the survey that are third or higher order (%),4.2,2.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.3,7.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),60.8,35.0
Any method (%),63.9,27.7
Any modern method (%),47.9,26.5
Female sterilization (%),37.7,23.3
Male sterilization (%),0.6,0.0
IUD/PPIUD (%),2.2,0.5
Pill (%),2.2,1.3
Condom (%),4.1,1.1
Injectables (%),0.7,0.3
Total unmet need(%),11.8,18.9
Unmet need for spacing (%),5.1,8.2
Health worker ever talked to female non-users about family planning (%),17.5,9.4
Current users ever told about side effects of current method (%),45.0,36.7
Mothers who had an antenatal check-up in the first trimester (%),42.7,42.3
Mothers who had at least 4 antenatal care visits (%),33.5,16.1
Mothers whose last birth was protected against neonatal tetanus (%),93.8,96.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),15.5,10.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.2,1.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.3,88.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),56.1,52.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,214","1,214"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),62.4,na
Institutional births (%),86.9,80.4
Institutional births in public facility (%),61.8,56.7
Home births that were conducted by skilled health personnel (%),2.3,2.8
Births attended by skilled health personnel (%),87.5,81.3
Births delivered by caesarean section (%),12.6,7.4
Births in a private health facility that were delivered by caesarean section (%),37.4,27.3
Births in a public health facility that were delivered by caesarean section (%),5.2,1.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),61.9,71.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),80.6,78.5
Children age 12-23 months who have received BCG (%),98.4,93.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),64.1,83.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.6,86.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),85.7,82.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),24.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),3.6,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.9,73.5
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),40.3,63.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.8,96.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.8,3.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.8,12.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),49.2,37.2
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),45.3,28.4
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),61.7,28.4
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,1.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),81.9,33.0
Children under age 3 years breastfed within one hour of birth (%),25.5,28.0
Children under age 6 months exclusively breastfed (%),(33.8),(57.0)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(33.2)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.4,8.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(15.1)
Total children age 6-23 months receiving an adequate diet  (%),7.7,9.0
Children under 5 years who are stunted (height-for-age) (%),40.7,43.5
Children under 5 years who are wasted (weight-for-height) (%),31.3,26.0
Children under 5 years who are severely wasted (weight-for-height) (%),13.0,12.3
Children under 5 years who are underweight (weight-for-age) (%),44.0,47.2
Children under 5 years who are overweight (weight-for-height) (%),2.2,0.8
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.1,24.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.8,14.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),51.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.7,70.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),73.9,61.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),68.3,51.9
All women age 15-49 years who are anaemic (%),73.6,61.1
All women age 15-19 years who are anaemic (%),72.7,60.7
Women - Blood sugar level - high (141-160 mg/dl)(%),6.8,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.0,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.6,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.0,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.3,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.7,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),13.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.3,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.8,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.5,na
  Ever undergone a screening test for cervical cancer (%),0.5,na
  Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.3,na
Women age 15 years and above who use any kind of tobacco (%),2.4,na
Men age 15 years and above who use any kind of tobacco (%),43.7,na
Women age 15 years and above who consume alcohol (%),0.5,na
Men age 15 years and above who consume alcohol (%),17.8,na
