Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),55.6,51.6
Population below age 15 years (%),34.7,40.4
"Sex ratio of the total population (females per 1,000 males)","1,227","1,147"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",805,954
Children under age 5 years whose birth was registered with the civil authority (%),81.1,53.7
Deaths in the last 3 years registered with the civil authority (%),22.8,na
Population living in households with electricity (%),98.6,54.3
Population living in households with an improved drinking-water source (%),100.0,99.6
Population living in households that use an improved sanitation facility(%),38.2,20.5
Households using clean fuel for cooking (%),40.0,12.2
Households using iodized salt (%),91.9,80.0
Households with any usual member covered under a health insurance/financing scheme (%),19.2,12.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.3,na
Women who are literate (%),53.2,na
Women with 10 or more years of schooling (%),26.5,18.8
Women age 20-24 years married before age 18 years (%),39.2,42.7
Births in the 5 years preceding the survey that are third or higher order (%),3.3,4.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.2,12.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),57.4,26.7
Any method (%),47.4,16.5
Any modern method (%),39.5,16.2
Female sterilization (%),33.0,14.2
Male sterilization (%),0.1,0.0
IUD/PPIUD (%),0.7,0.2
Pill (%),1.2,0.9
Condom (%),2.2,0.7
Injectables (%),1.6,0.2
Total unmet need(%),17.7,22.2
Unmet need for spacing (%),7.0,7.3
Health worker ever talked to female non-users about family planning (%),18.6,8.6
Current users ever told about side effects of current method (%),54.3,12.2
Mothers who had an antenatal check-up in the first trimester (%),67.5,27.3
Mothers who had at least 4 antenatal care visits (%),34.9,13.8
Mothers whose last birth was protected against neonatal tetanus (%),94.0,85.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.2,13.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.1,3.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.5,82.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),58.9,33.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,426","2,794"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),2.4,1.6
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),61.0,na
Institutional births (%),73.7,50.3
Institutional births in public facility (%),52.4,39.9
Home births that were conducted by skilled health personnel (%),7.8,13.2
Births attended by skilled health personnel (%),78.5,62.7
Births delivered by caesarean section (%),13.2,6.1
Births in a private health facility that were delivered by caesarean section (%),51.2,43.0
Births in a public health facility that were delivered by caesarean section (%),4.2,4.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),74.1,48.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),85.6,(63.5)
Children age 12-23 months who have received BCG (%),95.7,91.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),80.3,67.7
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.7,68.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.2,72.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),38.6,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.1,49.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.7,58.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.0,94.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.0,5.4
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),30.2,9.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),64.6,46.0
