,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),73.9,66.6
1,Population below age 15 years (%),27.9,30.9
2,"Sex ratio of the total population (females per 1,000 males)",974,885
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,027","1,032"
4,Children under age 5 years whose birth was registered with the civil authority (%),77.5,79.1
5,Deaths in the last 3 years registered with the civil authority (%),37.8,na
6,Population living in households with electricity (%),79.8,45.8
7,Population living in households with an improved drinking-water source (%),99.4,98.7
8,Population living in households that use an improved sanitation facility(%),70.6,29.8
9,Households using clean fuel for cooking (%),39.3,17.7
10,Households using iodized salt (%),81.7,93.0
11,Households with any usual member covered under a health insurance/financing scheme (%),17.9,3.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.6,na
13,Women who are literate (%),70.8,na
14,Women with 10 or more years of schooling (%),45.4,37.3
15,Women age 20-24 years married before age 18 years (%),12.7,19.4
16,Births in the 5 years preceding the survey that are third or higher order (%),4.1,4.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.9,4.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),76.2,41.6
19,Any method (%),60.1,47.7
20,Any modern method (%),41.6,24.7
21,Female sterilization (%),10.7,14.2
22,Male sterilization (%),0.0,0.2
23,IUD/PPIUD (%),1.2,1.4
24,Pill (%),2.3,1.4
25,Condom (%),22.6,7.4
26,Injectables (%),0.8,0.0
27,Total unmet need(%),15.0,18.3
28,Unmet need for spacing (%),3.9,5.7
29,Health worker ever talked to female non-users about family planning (%),19.1,12.3
30,Current users ever told about side effects of current method (%),(59.2),(58.1)
31,Mothers who had an antenatal check-up in the first trimester (%),66.8,26.7
32,Mothers who had at least 4 antenatal care visits (%),54.4,6.9
33,Mothers whose last birth was protected against neonatal tetanus (%),87.9,91.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),24.0,6.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.7,1.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.2,90.8
37,days of delivery (%),67.9,51.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,993","1,090"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(2.1),0.0
40,days of delivery (%),62.6,na
41,Institutional births (%),84.3,72.5
42,Institutional births in public facility (%),69.2,58.6
43,Home births that were conducted by skilled health personnel (%),4.4,2.5
44,Births attended by skilled health personnel (%),83.8,75.0
45,Births delivered by caesarean section (%),8.3,8.1
46,Births in a private health facility that were delivered by caesarean section (%),45.3,42.3
47,Births in a public health facility that were delivered by caesarean section (%),2.1,3.8
48,mother's recall (%),56.3,62.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),68.0,(69.0)
50,Children age 12-23 months who have received BCG (%),85.5,96.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),63.9,79.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),69.0,68.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),73.5,75.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),20.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),24.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),67.8,52.9
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.9,59.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.7,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.3,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.4,11.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(33.3)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(11.9)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(81.1)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.5,5.6
65,health provider (%),(47.6),88.5
66,Children under age 3 years breastfed within one hour of birth (%),26.3,33.3
67,Children under age 6 months exclusively breastfed (%),(53.1),(53.5)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),6.0,6.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.4,5.5
72,Children under 5 years who are stunted (height-for-age) (%),44.1,45.9
73,Children under 5 years who are wasted (weight-for-height) (%),12.5,15.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.7,5.8
75,Children under 5 years who are underweight (weight-for-age) (%),32.8,36.1
76,Children under 5 years who are overweight (weight-for-height) (%),6.8,1.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.1,26.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.6,11.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),62.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),69.2,65.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.6,63.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(60.2),56.0
83,All women age 15-49 years who are anaemic (%),54.9,62.8
84,All women age 15-19 years who are anaemic (%),55.6,61.8
85,Blood sugar level - high (141-160 mg/dl)(%),4.2,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.9,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.9,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.2,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
93,blood pressure (%),12.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
96,blood pressure (%),16.5,na
97,Ever undergone a screening test for cervical cancer (%),0.6,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.6,na
100,Women age 15 years and above who use any kind of tobacco (%),10.2,na
101,Men age 15 years and above who use any kind of tobacco (%),50.5,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),16.5,na
