Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),63.8,57.9
Population below age 15 years (%),31.3,36.4
"Sex ratio of the total population (females per 1,000 males)",950,"1,034"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",889,968
Children under age 5 years whose birth was registered with the civil authority (%),83.3,70.0
Deaths in the last 3 years registered with the civil authority (%),35.9,na
Population living in households with electricity (%),92.0,69.6
Population living in households with an improved drinking-water source (%),97.0,93.8
Population living in households that use an improved sanitation facility(%),56.7,16.2
Households using clean fuel for cooking (%),31.2,11.6
Households using iodized salt (%),75.8,77.6
Households with any usual member covered under a health insurance/financing scheme (%),17.4,2.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.6,na
Women who are literate (%),56.2,na
Women with 10 or more years of schooling (%),30.2,22.0
Women age 20-24 years married before age 18 years (%),21.8,31.1
Births in the 5 years preceding the survey that are third or higher order (%),2.8,3.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.5,8.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),55.8,31.2
Any method (%),57.1,45.8
Any modern method (%),49.0,39.9
Female sterilization (%),32.8,33.7
Male sterilization (%),0.1,0.0
IUD/PPIUD (%),1.3,1.2
Pill (%),3.2,1.7
Condom (%),8.8,3.0
Injectables (%),0.4,0.1
Total unmet need(%),12.7,18.0
Unmet need for spacing (%),4.7,8.5
Health worker ever talked to female non-users about family planning (%),25.9,23.2
Current users ever told about side effects of current method (%),69.0,43.7
Mothers who had an antenatal check-up in the first trimester (%),53.7,41.2
Mothers who had at least 4 antenatal care visits (%),30.3,16.3
Mothers whose last birth was protected against neonatal tetanus (%),79.9,90.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),13.4,17.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),7.2,1.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.9,91.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),50.3,58.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,331","1,556"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),5.4,1.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),49.6,na
Institutional births (%),81.1,74.1
Institutional births in public facility (%),75.0,67.1
Home births that were conducted by skilled health personnel (%),6.0,4.0
Births attended by skilled health personnel (%),78.4,77.5
Births delivered by caesarean section (%),5.3,2.5
Births in a private health facility that were delivered by caesarean section (%),(51.2),(19.2)
Births in a public health facility that were delivered by caesarean section (%),3.0,1.8
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),63.7,67.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),68.9,74.2
Children age 12-23 months who have received BCG (%),84.8,95.0
