Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),65.0,59.8
Population below age 15 years (%),33.6,35.7
"Sex ratio of the total population (females per 1,000 males)",970,912
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,011",720
Children under age 5 years whose birth was registered with the civil authority (%),88.7,64.9
Deaths in the last 3 years registered with the civil authority (%),41.9,na
Population living in households with electricity (%),68.4,31.0
Population living in households with an improved drinking-water source (%),99.7,99.0
Population living in households that use an improved sanitation facility(%),52.5,18.3
Households using clean fuel for cooking (%),31.5,19.0
Households using iodized salt (%),96.2,90.2
Households with any usual member covered under a health insurance/financing scheme (%),23.2,2.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.8,na
Women who are literate (%),53.4,na
Women with 10 or more years of schooling (%),23.9,21.6
Women age 20-24 years married before age 18 years (%),20.8,32.8
Births in the 5 years preceding the survey that are third or higher order (%),4.0,3.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.4,7.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),55.5,32.4
Any method (%),51.1,42.8
Any modern method (%),36.5,31.0
Female sterilization (%),16.8,20.8
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),1.1,0.8
Pill (%),1.6,1.4
Condom (%),12.9,7.2
Injectables (%),0.1,0.2
Total unmet need(%),17.9,17.5
Unmet need for spacing (%),6.1,5.7
Health worker ever talked to female non-users about family planning (%),39.8,15.7
Current users ever told about side effects of current method (%),60.4,35.1
Mothers who had an antenatal check-up in the first trimester (%),66.8,22.7
Mothers who had at least 4 antenatal care visits (%),35.4,10.2
Mothers whose last birth was protected against neonatal tetanus (%),91.2,78.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),18.0,5.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.6,1.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.8,77.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),71.5,55.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,577","1,568"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),2.0,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),67.9,na
Institutional births (%),84.8,67.8
Institutional births in public facility (%),70.4,56.2
Home births that were conducted by skilled health personnel (%),5.5,4.9
Births attended by skilled health personnel (%),87.8,71.9
Births delivered by caesarean section (%),8.4,4.9
Births in a private health facility that were delivered by caesarean section (%),35.7,23.4
Births in a public health facility that were delivered by caesarean section (%),4.6,3.9
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),65.9,44.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),72.2,(65.6)
Children age 12-23 months who have received BCG (%),91.7,87.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),71.1,74.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),81.8,54.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),80.5,72.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),35.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),51.4,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.7,47.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),89.4,53.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.9,91.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.0,4.6
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.5,18.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(52.5),40.6
