Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),69.6,64.3
Population below age 15 years (%),30.7,32.4
"Sex ratio of the total population (females per 1,000 males)","1,059","1,025"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",951,800
Children under age 5 years whose birth was registered with the civil authority (%),85.7,68.3
Deaths in the last 3 years registered with the civil authority (%),51.5,na
Population living in households with electricity (%),96.1,80.9
Population living in households with an improved drinking-water source (%),99.7,100.0
Population living in households that use an improved sanitation facility(%),78.2,63.8
Households using clean fuel for cooking (%),45.8,33.6
Households using iodized salt (%),95.1,96.1
Households with any usual member covered under a health insurance/financing scheme (%),18.8,5.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.8,na
Women who are literate (%),72.8,na
Women with 10 or more years of schooling (%),39.7,32.5
Women age 20-24 years married before age 18 years (%),5.2,6.8
Births in the 5 years preceding the survey that are third or higher order (%),3.7,5.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.2,1.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.0,51.4
Any method (%),68.1,53.0
Any modern method (%),47.3,37.5
Female sterilization (%),11.3,10.8
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.7,0.7
Pill (%),3.2,2.4
Condom (%),30.4,23.3
Injectables (%),0.4,0.4
Total unmet need(%),5.0,13.4
Unmet need for spacing (%),1.7,5.5
Health worker ever talked to female non-users about family planning (%),25.0,10.0
Current users ever told about side effects of current method (%),(76.0),(42.4)
Mothers who had an antenatal check-up in the first trimester (%),68.7,63.0
Mothers who had at least 4 antenatal care visits (%),48.8,24.9
Mothers whose last birth was protected against neonatal tetanus (%),93.8,92.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),21.8,14.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.2,5.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.0,92.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.4,60.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,240","4,615"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,2.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),81.9,na
Institutional births (%),83.7,73.1
Institutional births in public facility (%),30.6,31.4
