Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),78.0,75.3
Population below age 15 years (%),28.5,32.4
"Sex ratio of the total population (females per 1,000 males)",897,844
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",735,845
Children under age 5 years whose birth was registered with the civil authority (%),84.1,72.9
Deaths in the last 3 years registered with the civil authority (%),68.6,na
Population living in households with electricity (%),99.4,98.9
Population living in households with an improved drinking-water source (%),99.9,100.0
Population living in households that use an improved sanitation facility(%),74.0,59.8
Households using clean fuel for cooking (%),75.0,76.3
Households using iodized salt (%),97.2,99.4
Households with any usual member covered under a health insurance/financing scheme (%),23.8,19.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),21.8,na
Women who are literate (%),79.9,na
Women with 10 or more years of schooling (%),51.9,44.5
Women age 20-24 years married before age 18 years (%),13.5,21.0
Births in the 5 years preceding the survey that are third or higher order (%),2.9,4.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.1,5.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.6,75.6
Any method (%),76.3,74.6
Any modern method (%),55.9,48.4
Female sterilization (%),24.2,21.0
Male sterilization (%),0.2,0.6
IUD/PPIUD (%),3.2,3.7
Pill (%),2.3,3.0
Condom (%),25.0,19.5
Injectables (%),0.7,0.5
Total unmet need(%),5.3,7.2
Unmet need for spacing (%),2.4,3.7
Health worker ever talked to female non-users about family planning (%),23.7,11.8
Current users ever told about side effects of current method (%),67.0,46.4
Mothers who had an antenatal check-up in the first trimester (%),75.3,69.1
Mothers who had at least 4 antenatal care visits (%),52.7,51.2
Mothers whose last birth was protected against neonatal tetanus (%),96.1,91.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),34.1,20.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),19.5,4.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.6,76.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.4,72.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,626","2,563"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),1.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),84.0,na
Institutional births (%),86.6,70.9
Institutional births in public facility (%),32.4,24.7
Home births that were conducted by skilled health personnel (%),3.5,3.3
Births attended by skilled health personnel (%),90.1,74.1
Births delivered by caesarean section (%),19.8,15.0
Births in a private health facility that were delivered by caesarean section (%),31.1,25.8
Births in a public health facility that were delivered by caesarean section (%),9.0,12.7
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),68.2,65.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(90.4),66.4
Children age 12-23 months who have received BCG (%),94.6,93.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),69.7,80.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.4,76.4
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.6,75.8
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.6,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),74.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.4,62.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.3,34.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),83.0,72.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),6.5,19.6
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.7,15.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,46.0
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,13.7
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,55.7
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.2,3.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(83.4),66.8
Children under age 3 years breastfed within one hour of birth (%),33.4,16.3
Children under age 6 months exclusively breastfed (%),*,30.4
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(43.8)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.4,7.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,8.0
Total children age 6-23 months receiving an adequate diet  (%),6.9,7.7
Children under 5 years who are stunted (height-for-age) (%),25.5,32.2
Children under 5 years who are wasted (weight-for-height) (%),12.0,16.2
Children under 5 years who are severely wasted (weight-for-height) (%),3.5,4.5
Children under 5 years who are underweight (weight-for-age) (%),21.9,28.4
Children under 5 years who are overweight (weight-for-height) (%),0.6,1.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.0,14.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),34.7,29.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),53.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.9,68.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.3,58.2
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(61.9),49.7
All women age 15-49 years who are anaemic (%),59.4,57.6
All women age 15-19 years who are anaemic (%),57.8,57.4
Women - Blood sugar level - high (141-160 mg/dl)(%),6.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),7.0,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.8,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),9.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.8,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),16.4,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.9,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),3.0,na
Men age 15 years and above who use any kind of tobacco (%),29.7,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),17.3,na
