Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),75.9,71.8
Population below age 15 years (%),29.3,32.4
"Sex ratio of the total population (females per 1,000 males)","1,021",944
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",880,832
Children under age 5 years whose birth was registered with the civil authority (%),87.2,51.7
Deaths in the last 3 years registered with the civil authority (%),50.4,na
Population living in households with electricity (%),94.0,70.3
Population living in households with an improved drinking-water source (%),99.5,98.5
Population living in households that use an improved sanitation facility(%),74.3,35.9
Households using clean fuel for cooking (%),33.7,27.3
Households using iodized salt (%),93.9,84.4
Households with any usual member covered under a health insurance/financing scheme (%),18.4,3.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.4,na
Women who are literate (%),74.9,na
Women with 10 or more years of schooling (%),46.2,40.7
Women age 20-24 years married before age 18 years (%),18.1,19.0
Births in the 5 years preceding the survey that are third or higher order (%),2.3,2.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.9,2.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.1,48.9
Any method (%),51.4,44.5
Any modern method (%),32.3,29.7
Female sterilization (%),13.3,17.2
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),0.7,0.7
Pill (%),1.3,1.6
Condom (%),14.3,9.5
Injectables (%),0.1,0.4
Total unmet need(%),18.7,18.1
Unmet need for spacing (%),6.2,4.9
Health worker ever talked to female non-users about family planning (%),42.9,25.2
Current users ever told about side effects of current method (%),(66.3),38.8
Mothers who had an antenatal check-up in the first trimester (%),72.2,36.2
Mothers who had at least 4 antenatal care visits (%),50.4,11.7
Mothers whose last birth was protected against neonatal tetanus (%),91.3,84.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),23.7,3.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.7,0.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.6,82.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),77.8,22.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,182","1,732"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(5.5),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),73.3,na
Institutional births (%),90.1,69.2
Institutional births in public facility (%),72.8,51.6
Home births that were conducted by skilled health personnel (%),4.1,6.2
Births attended by skilled health personnel (%),90.9,72.5
Births delivered by caesarean section (%),8.0,7.6
Births in a private health facility that were delivered by caesarean section (%),36.1,28.0
Births in a public health facility that were delivered by caesarean section (%),2.4,5.1
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),82.5,34.0
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.3,(58.5)
Children age 12-23 months who have received BCG (%),95.6,81.4
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.7,46.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),89.4,57.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.4,67.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),23.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),74.5,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.3,34.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.7,43.0
