,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),70.6,64.5
1,Population below age 15 years (%),31.5,33.2
2,"Sex ratio of the total population (females per 1,000 males)","1,083","1,034"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,191",925
4,Children under age 5 years whose birth was registered with the civil authority (%),74.9,43.3
5,Deaths in the last 3 years registered with the civil authority (%),48.9,na
6,Population living in households with electricity (%),95.0,80.3
7,Population living in households with an improved drinking-water source (%),95.8,91.8
8,Population living in households that use an improved sanitation facility(%),59.5,32.6
9,Households using clean fuel for cooking (%),45.1,36.8
10,Households using iodized salt (%),96.8,98.4
11,Households with any usual member covered under a health insurance/financing scheme (%),20.6,7.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.1,na
13,Women who are literate (%),67.7,na
14,Women with 10 or more years of schooling (%),47.6,43.2
15,Women age 20-24 years married before age 18 years (%),13.8,16.2
16,Births in the 5 years preceding the survey that are third or higher order (%),6.3,3.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.0,1.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.9,54.2
19,Any method (%),63.1,37.7
20,Any modern method (%),45.6,32.7
21,Female sterilization (%),31.3,24.3
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),1.2,1.0
24,Pill (%),1.4,1.5
25,Condom (%),8.6,5.8
26,Injectables (%),0.4,0.1
27,Total unmet need(%),11.9,23.1
28,Unmet need for spacing (%),4.5,11.9
29,Health worker ever talked to female non-users about family planning (%),18.9,19.0
30,Current users ever told about side effects of current method (%),54.8,57.8
31,Mothers who had an antenatal check-up in the first trimester (%),58.3,39.8
32,Mothers who had at least 4 antenatal care visits (%),45.9,29.7
33,Mothers whose last birth was protected against neonatal tetanus (%),88.3,91.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),22.3,24.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.0,4.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.8,87.8
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),67.5,51.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,243","1,649"
