Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.1,64.8
Population below age 15 years (%),24.7,25.4
"Sex ratio of the total population (females per 1,000 males)",946,946
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",927,815
Children under age 5 years whose birth was registered with the civil authority (%),93.8,81.7
Deaths in the last 3 years registered with the civil authority (%),64.6,na
Population living in households with electricity (%),95.2,90.9
Population living in households with an improved drinking-water source (%),96.8,97.1
Population living in households that use an improved sanitation facility(%),73.2,47.9
Households using clean fuel for cooking (%),51.9,40.8
Households using iodized salt (%),97.7,86.2
Households with any usual member covered under a health insurance/financing scheme (%),11.4,5.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.6,na
Women who are literate (%),69.2,na
Women with 10 or more years of schooling (%),43.3,36.8
Women age 20-24 years married before age 18 years (%),25.1,22.2
Births in the 5 years preceding the survey that are third or higher order (%),1.9,3.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.5,4.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),82.1,57.3
Any method (%),62.0,65.9
Any modern method (%),53.6,54.7
Female sterilization (%),28.9,44.3
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.0,0.8
Pill (%),4.2,1.6
Condom (%),19.8,7.5
Injectables (%),0.0,0.6
Total unmet need(%),13.8,8.5
Unmet need for spacing (%),4.2,4.0
Health worker ever talked to female non-users about family planning (%),36.7,10.9
Current users ever told about side effects of current method (%),77.0,36.7
Mothers who had an antenatal check-up in the first trimester (%),70.3,65.2
Mothers who had at least 4 antenatal care visits (%),36.6,39.2
Mothers whose last birth was protected against neonatal tetanus (%),90.6,95.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),24.7,6.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.1,0.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.9,84.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),80.4,66.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,090","1,401"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),76.1,na
Institutional births (%),92.9,84.5
Institutional births in public facility (%),75.6,59.6
Home births that were conducted by skilled health personnel (%),3.8,2.2
Births attended by skilled health personnel (%),93.4,87.0
Births delivered by caesarean section (%),12.8,14.8
Births in a private health facility that were delivered by caesarean section (%),47.3,46.7
Births in a public health facility that were delivered by caesarean section (%),6.1,5.3
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),44.5,62.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),53.9,70.8
Children age 12-23 months who have received BCG (%),94.0,98.5
Children age 12-23 months who have received 3 doses of polio vaccine (%),55.0,81.4
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),69.2,77.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),73.6,80.0
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),30.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),62.6,61.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),79.1,50.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5,92.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.5,5.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.9,10.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,48.2
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,37.4
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,82.1
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.4,3.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(40.5),85.8
Children under age 3 years breastfed within one hour of birth (%),12.7,35.1
Children under age 6 months exclusively breastfed (%),(49.7),(52.4)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(26.7)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.3,10.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),10.7,11.1
Children under 5 years who are stunted (height-for-age) (%),40.9,36.1
Children under 5 years who are wasted (weight-for-height) (%),25.2,27.2
Children under 5 years who are severely wasted (weight-for-height) (%),10.4,11.0
Children under 5 years who are underweight (weight-for-age) (%),39.3,39.5
Children under 5 years who are overweight (weight-for-height) (%),3.3,0.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.7,23.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),12.6,16.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),55.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.3,77.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),41.5,54.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(35.7),64.8
All women age 15-49 years who are anaemic (%),41.3,55.1
All women age 15-19 years who are anaemic (%),40.2,58.5
Women - Blood sugar level - high (141-160 mg/dl)(%),2.8,na
Women - Blood sugar level - very high (>160 mg/dl)(%),1.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),2.2,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.0,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),15.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.3,na
Ever undergone a screening test for cervical cancer (%),1.7,na
Ever undergone a breast examination for breast cancer (%),0.5,na
Ever undergone an oral cavity examination for oral cancer (%),0.9,na
Women age 15 years and above who use any kind of tobacco (%),10.1,na
Men age 15 years and above who use any kind of tobacco (%),49.5,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),10.9,na
