Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),61.7,54.9
Population below age 15 years (%),32.4,38.3
"Sex ratio of the total population (females per 1,000 males)","1,078","1,057"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",896,"1,051"
Children under age 5 years whose birth was registered with the civil authority (%),73.0,43.0
Deaths in the last 3 years registered with the civil authority (%),34.6,na
Population living in households with electricity (%),88.9,41.1
Population living in households with an improved drinking-water source (%),100.0,100.0
Population living in households that use an improved sanitation facility(%),44.6,11.1
Households using clean fuel for cooking (%),56.2,19.1
Households using iodized salt (%),85.1,90.4
Households with any usual member covered under a health insurance/financing scheme (%),13.4,10.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.1,na
Women who are literate (%),57.7,na
Women with 10 or more years of schooling (%),31.5,20.6
Women age 20-24 years married before age 18 years (%),25.4,48.6
Births in the 5 years preceding the survey that are third or higher order (%),2.0,4.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.2,5.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),61.4,33.4
Any method (%),41.1,13.8
Any modern method (%),37.1,11.7
Female sterilization (%),8.7,7.2
Male sterilization (%),0.2,0.1
IUD/PPIUD (%),1.7,0.3
Pill (%),6.6,0.9
Condom (%),15.9,2.9
Injectables (%),2.3,0.1
Total unmet need(%),24.5,32.6
Unmet need for spacing (%),9.2,11.0
Health worker ever talked to female non-users about family planning (%),33.2,8.3
Current users ever told about side effects of current method (%),62.2,(34.9)
Mothers who had an antenatal check-up in the first trimester (%),44.4,20.7
Mothers who had at least 4 antenatal care visits (%),41.7,13.5
Mothers whose last birth was protected against neonatal tetanus (%),90.4,73.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.2,5.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.0,4.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.1,74.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),68.6,34.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,602","2,641"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.4,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.1,na
Institutional births (%),81.8,55.8
Institutional births in public facility (%),66.9,40.3
Home births that were conducted by skilled health personnel (%),5.7,4.5
Births attended by skilled health personnel (%),82.6,57.7
Births delivered by caesarean section (%),11.0,5.8
Births in a private health facility that were delivered by caesarean section (%),37.8,31.1
Births in a public health facility that were delivered by caesarean section (%),8.1,2.6
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),59.9,36.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),66.2,(67.8)
Children age 12-23 months who have received BCG (%),90.5,74.6
Children age 12-23 months who have received 3 doses of polio vaccine (%),70.5,54.7
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),70.5,50.4
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),71.4,53.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),21.1,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),63.5,33.6
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.5,45.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.8,83.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.1,11.4
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),15.4,14.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),48.4,29.0
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),31.4,7.5
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),78.1,64.3
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),11.2,8.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),58.1,64.8
Children under age 3 years breastfed within one hour of birth (%),17.9,13.3
Children under age 6 months exclusively breastfed (%),(55.9),48.0
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(25.9)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.8,5.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),5.0,6.3
Children under 5 years who are stunted (height-for-age) (%),45.9,56.9
Children under 5 years who are wasted (weight-for-height) (%),12.1,9.8
Children under 5 years who are severely wasted (weight-for-height) (%),3.8,3.5
Children under 5 years who are underweight (weight-for-age) (%),28.0,38.6
Children under 5 years who are overweight (weight-for-height) (%),4.7,2.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.6,29.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.5,12.7
Women who have high risk waist-to-hip ratio (≥0.85) (%),50.8,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.0,72.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.3,54.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),48.8,54.3
All women age 15-49 years who are anaemic (%),49.3,54.4
All women age 15-19 years who are anaemic (%),51.6,57.0
Women - Blood sugar level - high (141-160 mg/dl)(%),3.6,na
