,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),69.4,67.4
1,Population below age 15 years (%),30.5,32.7
2,"Sex ratio of the total population (females per 1,000 males)",952,941
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",902,991
4,Children under age 5 years whose birth was registered with the civil authority (%),76.1,66.9
5,Deaths in the last 3 years registered with the civil authority (%),50.1,na
6,Population living in households with electricity (%),99.1,95.3
7,Population living in households with an improved drinking-water source (%),99.8,99.0
8,Population living in households that use an improved sanitation facility(%),70.8,43.5
9,Households using clean fuel for cooking (%),67.5,46.7
10,Households using iodized salt (%),93.1,94.8
11,Households with any usual member covered under a health insurance/financing scheme (%),9.4,5.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.6,na
13,Women who are literate (%),63.1,na
14,Women with 10 or more years of schooling (%),36.1,36.6
15,Women age 20-24 years married before age 18 years (%),17.9,21.3
16,Births in the 5 years preceding the survey that are third or higher order (%),3.3,4.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.5,5.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),76.5,58.5
19,Any method (%),67.7,60.8
20,Any modern method (%),47.1,41.8
21,Female sterilization (%),20.0,20.2
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),2.4,1.6
24,Pill (%),4.2,2.4
25,Condom (%),18.7,17.3
26,Injectables (%),1.4,0.5
27,Total unmet need(%),9.0,10.2
28,Unmet need for spacing (%),4.0,4.3
29,Health worker ever talked to female non-users about family planning (%),12.8,12.1
30,Current users ever told about side effects of current method (%),53.6,53.1
31,Mothers who had an antenatal check-up in the first trimester (%),62.1,61.4
32,Mothers who had at least 4 antenatal care visits (%),42.7,37.2
33,Mothers whose last birth was protected against neonatal tetanus (%),91.1,89.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),20.9,13.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.3,5.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),85.9,68.3
37,days of delivery (%),77.2,65.5
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,879","2,348"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(1.9),0.0
40,days of delivery (%),75.2,na
41,Institutional births (%),89.1,78.7
42,Institutional births in public facility (%),43.0,37.9
43,Home births that were conducted by skilled health personnel (%),1.4,1.6
44,Births attended by skilled health personnel (%),90.1,77.7
45,Births delivered by caesarean section (%),18.8,16.3
46,Births in a private health facility that were delivered by caesarean section (%),31.6,34.9
47,Births in a public health facility that were delivered by caesarean section (%),9.9,5.6
48,mother's recall (%),74.1,60.9
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),78.2,75.2
50,Children age 12-23 months who have received BCG (%),99.1,94.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),75.8,70.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.2,74.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.4,83.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),48.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),45.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.3,57.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.9,38.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),87.5,83.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),5.7,11.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.8,13.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(38.5),26.4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(26.8),2.8
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.0),54.2
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.5,2.8
65,health provider (%),80.7,72.3
66,Children under age 3 years breastfed within one hour of birth (%),19.5,18.6
67,Children under age 6 months exclusively breastfed (%),43.1,46.1
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,32.9
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),10.7,3.2
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(10.1),6.6
71,Total children age 6-23 months receiving an adequate diet  (%),10.6,4.0
72,Children under 5 years who are stunted (height-for-age) (%),35.9,44.7
73,Children under 5 years who are wasted (weight-for-height) (%),16.4,14.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.6,5.2
75,Children under 5 years who are underweight (weight-for-age) (%),26.2,34.8
76,Children under 5 years who are overweight (weight-for-height) (%),3.4,1.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.4,19.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),25.2,21.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),58.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.0,51.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.4,43.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(61.8),39.6
83,All women age 15-49 years who are anaemic (%),59.4,43.1
84,All women age 15-19 years who are anaemic (%),61.4,46.1
85,Blood sugar level - high (141-160 mg/dl)(%),3.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.2,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.3,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.5,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.3,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,na
93,blood pressure (%),16.8,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
96,blood pressure (%),20.9,na
97,Ever undergone a screening test for cervical cancer (%),0.3,na
98,Ever undergone a breast examination for breast cancer (%),0.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),8.9,na
101,Men age 15 years and above who use any kind of tobacco (%),46.1,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),20.9,na
