Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),64.6,60.8
Population below age 15 years (%),32.4,36.4
"Sex ratio of the total population (females per 1,000 males)",975,945
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,097",803
Children under age 5 years whose birth was registered with the civil authority (%),77.8,55.3
Deaths in the last 3 years registered with the civil authority (%),38.4,na
Population living in households with electricity (%),71.0,44.2
Population living in households with an improved drinking-water source (%),99.9,99.5
Population living in households that use an improved sanitation facility(%),55.7,29.1
Households using clean fuel for cooking (%),29.0,23.2
Households using iodized salt (%),82.9,85.4
Households with any usual member covered under a health insurance/financing scheme (%),16.0,8.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.1,na
Women who are literate (%),55.0,na
Women with 10 or more years of schooling (%),26.5,24.5
Women age 20-24 years married before age 18 years (%),19.3,22.3
Births in the 5 years preceding the survey that are third or higher order (%),4.6,5.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.8,3.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),63.8,36.8
Any method (%),58.3,26.4
Any modern method (%),46.2,19.7
Female sterilization (%),6.9,8.6
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.1,1.3
Pill (%),4.4,1.7
Condom (%),31.5,8.0
Injectables (%),0.2,0.1
Total unmet need(%),13.4,25.6
Unmet need for spacing (%),4.5,6.8
Health worker ever talked to female non-users about family planning (%),31.2,23.9
Current users ever told about side effects of current method (%),79.8,(31.6)
Mothers who had an antenatal check-up in the first trimester (%),68.0,21.8
Mothers who had at least 4 antenatal care visits (%),39.7,10.3
Mothers whose last birth was protected against neonatal tetanus (%),92.6,79.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),23.8,13.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.2,1.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.2,75.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),67.0,33.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,679","1,488"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),5.0,1.6
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),62.8,na
Institutional births (%),73.9,65.4
Institutional births in public facility (%),61.3,54.8
Home births that were conducted by skilled health personnel (%),8.2,4.6
Births attended by skilled health personnel (%),79.1,67.6
Births delivered by caesarean section (%),7.0,8.7
Births in a private health facility that were delivered by caesarean section (%),43.4,39.4
Births in a public health facility that were delivered by caesarean section (%),2.5,8.3
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),63.3,39.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),62.4,(68.4)
Children age 12-23 months who have received BCG (%),88.7,80.6
Children age 12-23 months who have received 3 doses of polio vaccine (%),67.9,60.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),76.8,56.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),79.0,61.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),28.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),37.5,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),75.3,44.4
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.4,67.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.8,94.4
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.6
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.1,11.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(56.2),40.0
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(35.5),19.1
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.8),58.4
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.4,5.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),46.9,56.5
Children under age 3 years breastfed within one hour of birth (%),20.4,25.8
Children under age 6 months exclusively breastfed (%),53.5,(51.3)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(20.9),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.0,0.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(6.3),*
Total children age 6-23 months receiving an adequate diet  (%),7.6,0.9
Children under 5 years who are stunted (height-for-age) (%),44.5,50.5
Children under 5 years who are wasted (weight-for-height) (%),22.3,14.7
Children under 5 years who are severely wasted (weight-for-height) (%),9.9,5.0
Children under 5 years who are underweight (weight-for-age) (%),33.0,39.9
Children under 5 years who are overweight (weight-for-height) (%),5.4,0.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.9,30.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.6,12.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),64.8,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.1,44.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.5,33.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),63.3,34.0
All women age 15-49 years who are anaemic (%),59.7,33.8
All women age 15-19 years who are anaemic (%),61.1,32.7
Women - Blood sugar level - high (141-160 mg/dl)(%),4.1,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.0,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),3.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.9,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.9,na
Ever undergone a screening test for cervical cancer (%),0.7,na
Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),1.5,na
Women age 15 years and above who use any kind of tobacco (%),6.5,na
Men age 15 years and above who use any kind of tobacco (%),52.1,na
Women age 15 years and above who consume alcohol (%),0.1,na
Men age 15 years and above who consume alcohol (%),14.3,na
