Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.1,64.8
Population below age 15 years (%),29.1,33.5
"Sex ratio of the total population (females per 1,000 males)","1,049","1,057"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",885,918
Children under age 5 years whose birth was registered with the civil authority (%),86.6,77.9
Deaths in the last 3 years registered with the civil authority (%),58.9,na
Population living in households with electricity (%),90.3,67.9
Population living in households with an improved drinking-water source (%),100.0,99.5
Population living in households that use an improved sanitation facility(%),64.4,25.2
Households using clean fuel for cooking (%),41.3,24.5
Households using iodized salt (%),94.1,92.7
Households with any usual member covered under a health insurance/financing scheme (%),19.8,6.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.0,na
Women who are literate (%),73.8,na
Women with 10 or more years of schooling (%),49.0,36.0
Women age 20-24 years married before age 18 years (%),7.6,26.9
Births in the 5 years preceding the survey that are third or higher order (%),1.5,3.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.0,2.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),71.0,54.0
Any method (%),46.0,43.8
Any modern method (%),21.0,24.9
Female sterilization (%),11.3,14.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.8,0.6
Pill (%),0.7,1.6
Condom (%),7.6,8.1
Injectables (%),0.5,0.4
Total unmet need(%),25.9,24.5
Unmet need for spacing (%),12.3,7.5
Health worker ever talked to female non-users about family planning (%),16.2,7.5
Current users ever told about side effects of current method (%),(50.4),(38.6)
Mothers who had an antenatal check-up in the first trimester (%),48.4,44.8
Mothers who had at least 4 antenatal care visits (%),33.8,20.1
Mothers whose last birth was protected against neonatal tetanus (%),94.2,87.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),20.8,7.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.8,2.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.1,82.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),75.5,66.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,525","1,754"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),71.2,na
Institutional births (%),89.1,78.6
Institutional births in public facility (%),63.3,62.1
Home births that were conducted by skilled health personnel (%),3.2,2.7
Births attended by skilled health personnel (%),91.6,77.8
Births delivered by caesarean section (%),21.2,8.4
Births in a private health facility that were delivered by caesarean section (%),59.3,31.6
Births in a public health facility that were delivered by caesarean section (%),9.3,5.2
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),68.7,48.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.9,55.4
Children age 12-23 months who have received BCG (%),88.6,90.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),71.2,65.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.4,68.9
