,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),68.8,66.4
1,Population below age 15 years (%),30.5,34.3
2,"Sex ratio of the total population (females per 1,000 males)",986,"1,005"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",877,839
4,Children under age 5 years whose birth was registered with the civil authority (%),80.5,67.0
5,Deaths in the last 3 years registered with the civil authority (%),45.4,na
6,Population living in households with electricity (%),91.9,73.7
7,Population living in households with an improved drinking-water source (%),97.5,91.1
8,Population living in households that use an improved sanitation facility(%),66.7,32.5
9,Households using clean fuel for cooking (%),42.3,21.8
10,Households using iodized salt (%),98.9,99.1
11,Households with any usual member covered under a health insurance/financing scheme (%),28.1,8.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.6,na
13,Women who are literate (%),70.6,na
14,Women with 10 or more years of schooling (%),47.2,40.2
15,Women age 20-24 years married before age 18 years (%),17.2,33.7
16,Births in the 5 years preceding the survey that are third or higher order (%),3.4,3.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.1,5.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.6,51.6
19,Any method (%),60.4,38.3
20,Any modern method (%),48.7,36.3
21,Female sterilization (%),34.9,30.4
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),0.6,1.2
24,Pill (%),2.2,1.0
25,Condom (%),7.4,3.4
26,Injectables (%),2.0,0.3
27,Total unmet need(%),15.4,22.0
28,Unmet need for spacing (%),5.5,9.6
29,Health worker ever talked to female non-users about family planning (%),24.6,16.8
30,Current users ever told about side effects of current method (%),69.2,55.3
31,Mothers who had an antenatal check-up in the first trimester (%),69.3,38.5
32,Mothers who had at least 4 antenatal care visits (%),32.9,25.1
33,Mothers whose last birth was protected against neonatal tetanus (%),92.3,91.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.3,21.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.1,3.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.5,93.1
37,days of delivery (%),65.2,47.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,530","2,086"
