,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),74.6,72.6
1,Population below age 15 years (%),30.9,33.4
2,"Sex ratio of the total population (females per 1,000 males)","1,016",983
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",837,850
4,Children under age 5 years whose birth was registered with the civil authority (%),63.4,58.1
5,Deaths in the last 3 years registered with the civil authority (%),46.6,na
6,Population living in households with electricity (%),95.2,84.1
7,Population living in households with an improved drinking-water source (%),99.6,99.5
8,Population living in households that use an improved sanitation facility(%),63.1,28.6
9,Households using clean fuel for cooking (%),39.8,24.4
10,Households using iodized salt (%),74.9,96.4
11,Households with any usual member covered under a health insurance/financing scheme (%),16.1,9.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.9,na
13,Women who are literate (%),74.2,na
14,Women with 10 or more years of schooling (%),45.8,38.8
15,Women age 20-24 years married before age 18 years (%),16.0,18.4
16,Births in the 5 years preceding the survey that are third or higher order (%),5.5,4.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.0,5.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),71.3,40.3
19,Any method (%),80.1,40.5
20,Any modern method (%),46.4,25.6
21,Female sterilization (%),10.8,9.0
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),1.3,0.6
24,Pill (%),2.4,2.5
25,Condom (%),29.2,12.7
26,Injectables (%),1.1,0.8
27,Total unmet need(%),4.4,23.9
28,Unmet need for spacing (%),1.6,7.6
29,Health worker ever talked to female non-users about family planning (%),21.4,5.9
30,Current users ever told about side effects of current method (%),76.5,(25.5)
31,Mothers who had an antenatal check-up in the first trimester (%),63.7,40.3
32,Mothers who had at least 4 antenatal care visits (%),38.1,13.7
33,Mothers whose last birth was protected against neonatal tetanus (%),92.0,81.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),16.2,7.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),3.0,2.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.6,92.6
37,days of delivery (%),63.3,37.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,390","1,627"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),1.6,3.4
40,days of delivery (%),66.9,na
41,Institutional births (%),82.7,59.6
42,Institutional births in public facility (%),59.7,42.6
43,Home births that were conducted by skilled health personnel (%),2.2,4.1
44,Births attended by skilled health personnel (%),84.7,63.6
45,Births delivered by caesarean section (%),8.2,4.9
46,Births in a private health facility that were delivered by caesarean section (%),30.1,25.3
47,Births in a public health facility that were delivered by caesarean section (%),2.2,1.4
48,mother's recall (%),75.0,55.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.7,(68.4)
50,Children age 12-23 months who have received BCG (%),94.5,88.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),80.5,71.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.1,71.6
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.2,77.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),32.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),22.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),79.4,53.1
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.3,41.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),93.5,80.7
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.4,1.5
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.7,11.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(43.2),(36.1)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(33.7),(7.1)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(55.3),(79.7)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.9,3.6
65,health provider (%),49.0,85.3
66,Children under age 3 years breastfed within one hour of birth (%),30.3,30.3
67,Children under age 6 months exclusively breastfed (%),(61.9),(59.4)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(26.4)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),11.0,2.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),10.1,3.1
72,Children under 5 years who are stunted (height-for-age) (%),44.3,46.5
73,Children under 5 years who are wasted (weight-for-height) (%),14.6,11.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.7,3.8
75,Children under 5 years who are underweight (weight-for-age) (%),33.6,32.5
76,Children under 5 years who are overweight (weight-for-height) (%),4.0,1.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.3,21.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.7,14.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),48.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.4,41.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.2,26.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),48.4,29.5
83,All women age 15-49 years who are anaemic (%),57.8,27.0
84,All women age 15-19 years who are anaemic (%),61.4,29.6
85,Blood sugar level - high (141-160 mg/dl)(%),4.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.3,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.7,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
93,blood pressure (%),14.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3,na
96,blood pressure (%),17.9,na
97,Ever undergone a screening test for cervical cancer (%),1.0,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),2.9,na
101,Men age 15 years and above who use any kind of tobacco (%),41.3,na
102,Women age 15 years and above who consume alcohol (%),0.5,na
103,Men age 15 years and above who consume alcohol (%),15.2,na
