,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.1,70.3
1,Population below age 15 years (%),32.7,35.5
2,"Sex ratio of the total population (females per 1,000 males)",972,981
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",789,"1,002"
4,Children under age 5 years whose birth was registered with the civil authority (%),67.7,55.6
5,Deaths in the last 3 years registered with the civil authority (%),47.0,na
6,Population living in households with electricity (%),91.8,62.4
7,Population living in households with an improved drinking-water source (%),99.7,99.9
8,Population living in households that use an improved sanitation facility(%),72.6,30.5
9,Households using clean fuel for cooking (%),45.5,24.6
10,Households using iodized salt (%),77.5,93.2
11,Households with any usual member covered under a health insurance/financing scheme (%),13.5,5.9
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.5,na
13,Women who are literate (%),63.1,na
14,Women with 10 or more years of schooling (%),33.3,30.2
15,Women age 20-24 years married before age 18 years (%),18.8,24.4
16,Births in the 5 years preceding the survey that are third or higher order (%),4.3,6.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.1,6.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),61.0,33.7
19,Any method (%),67.2,45.8
20,Any modern method (%),40.0,22.9
21,Female sterilization (%),8.3,7.4
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),2.3,3.4
24,Pill (%),2.6,1.4
25,Condom (%),24.6,10.5
26,Injectables (%),1.6,0.2
27,Total unmet need(%),7.7,18.8
28,Unmet need for spacing (%),3.5,6.3
29,Health worker ever talked to female non-users about family planning (%),29.6,10.0
30,Current users ever told about side effects of current method (%),81.3,63.2
31,Mothers who had an antenatal check-up in the first trimester (%),71.4,44.1
32,Mothers who had at least 4 antenatal care visits (%),41.5,17.2
33,Mothers whose last birth was protected against neonatal tetanus (%),94.8,84.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),24.5,9.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.5,3.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.7,71.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.5,43.5
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,611","1,331"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.6
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.0,na
41,Institutional births (%),69.3,52.0
42,Institutional births in public facility (%),48.8,34.4
43,Home births that were conducted by skilled health personnel (%),7.1,1.6
44,Births attended by skilled health personnel (%),74.7,53.6
45,Births delivered by caesarean section (%),10.0,6.0
46,Births in a private health facility that were delivered by caesarean section (%),38.8,24.1
47,Births in a public health facility that were delivered by caesarean section (%),4.2,5.0
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),68.5,38.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),83.7,(46.2)
50,Children age 12-23 months who have received BCG (%),95.3,79.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),72.2,64.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.7,59.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),85.6,60.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),34.7,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),79.0,41.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.0,27.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.0,67.6
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,4.9
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.6,12.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,19.8
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,5.1
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,69.0
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.1,3.4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),67.5,69.2
66,Children under age 3 years breastfed within one hour of birth (%),32.9,22.1
67,Children under age 6 months exclusively breastfed (%),58.6,(56.4)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(48.5),(39.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),16.1,7.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(7.9),*
71,Total children age 6-23 months receiving an adequate diet  (%),14.8,6.9
72,Children under 5 years who are stunted (height-for-age) (%),47.8,49.1
73,Children under 5 years who are wasted (weight-for-height) (%),14.3,8.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.1,2.2
75,Children under 5 years who are underweight (weight-for-age) (%),31.1,31.4
76,Children under 5 years who are overweight (weight-for-height) (%),4.7,0.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.3,23.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.7,15.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),51.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.1,38.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.5,26.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),47.7,29.3
83,All women age 15-49 years who are anaemic (%),56.9,27.0
84,All women age 15-19 years who are anaemic (%),58.3,24.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.9,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),3.9,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),2.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.1,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.4,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),13.8,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.1,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),14.8,na
97,Ever undergone a screening test for cervical cancer (%),0.1,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),6.4,na
101,Men age 15 years and above who use any kind of tobacco (%),49.0,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),19.7,na
