Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.4,63.3
Population below age 15 years (%),32.7,32.7
"Sex ratio of the total population (females per 1,000 males)",935,903
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",930,876
Children under age 5 years whose birth was registered with the civil authority (%),63.6,56.1
Deaths in the last 3 years registered with the civil authority (%),34.3,na
Population living in households with electricity (%),98.2,96.6
Population living in households with an improved drinking-water source (%),98.4,97.7
Population living in households that use an improved sanitation facility(%),71.2,44.9
Households using clean fuel for cooking (%),47.3,32.7
Households using iodized salt (%),90.3,95.9
Households with any usual member covered under a health insurance/financing scheme (%),10.8,5.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.8,na
Women who are literate (%),64.4,na
Women with 10 or more years of schooling (%),34.7,32.5
Women age 20-24 years married before age 18 years (%),21.3,25.4
Births in the 5 years preceding the survey that are third or higher order (%),6.0,6.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.4,8.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.7,57.3
Any method (%),58.2,57.1
Any modern method (%),43.1,43.8
Female sterilization (%),23.5,27.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.8,1.3
Pill (%),2.4,3.8
Condom (%),14.0,11.1
Injectables (%),0.4,0.2
Total unmet need(%),12.9,14.4
Unmet need for spacing (%),4.7,5.3
Health worker ever talked to female non-users about family planning (%),16.7,12.8
Current users ever told about side effects of current method (%),51.4,38.5
Mothers who had an antenatal check-up in the first trimester (%),59.3,58.0
Mothers who had at least 4 antenatal care visits (%),39.3,27.5
Mothers whose last birth was protected against neonatal tetanus (%),87.0,82.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),14.1,6.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),3.7,3.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),89.8,84.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),62.8,65.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,650","1,328"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,1.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),67.2,na
Institutional births (%),79.5,70.6
Institutional births in public facility (%),36.9,26.2
Home births that were conducted by skilled health personnel (%),4.3,6.5
Births attended by skilled health personnel (%),81.5,75.5
Births delivered by caesarean section (%),15.7,12.4
Births in a private health facility that were delivered by caesarean section (%),32.3,25.3
Births in a public health facility that were delivered by caesarean section (%),5.2,4.5
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),73.6,51.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),80.5,(56.7)
Children age 12-23 months who have received BCG (%),98.3,90.4
Children age 12-23 months who have received 3 doses of polio vaccine (%),75.0,70.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.7,61.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),90.3,72.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),43.2,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),23.9,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.4,40.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.7,37.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.8,83.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.2,6.4
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.3,10.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(32.3),32.9
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(10.7),12.0
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(57.0),76.0
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.4,2.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),62.6,81.3
Children under age 3 years breastfed within one hour of birth (%),24.5,24.9
Children under age 6 months exclusively breastfed (%),61.0,43.2
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(18.5)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),2.4,7.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(2.5)
Total children age 6-23 months receiving an adequate diet  (%),2.6,6.4
Children under 5 years who are stunted (height-for-age) (%),31.6,40.8
Children under 5 years who are wasted (weight-for-height) (%),11.0,12.9
Children under 5 years who are severely wasted (weight-for-height) (%),3.2,5.1
Children under 5 years who are underweight (weight-for-age) (%),21.3,27.7
Children under 5 years who are overweight (weight-for-height) (%),2.1,2.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.1,18.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),25.4,22.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),52.8,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.2,56.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.5,45.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),55.2,41.9
All women age 15-49 years who are anaemic (%),63.0,45.1
All women age 15-19 years who are anaemic (%),67.8,40.7
Women - Blood sugar level - high (141-160 mg/dl)(%),3.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
Men - Blood sugar level - high (141-160 mg/dl)(%),4.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.0,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.0,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.2,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.4,na
Ever undergone a screening test for cervical cancer (%),0.7,na
Ever undergone a breast examination for breast cancer (%),0.5,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),9.3,na
Men age 15 years and above who use any kind of tobacco (%),42.9,na
Women age 15 years and above who consume alcohol (%),0.1,na
Men age 15 years and above who consume alcohol (%),13.0,na
