Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.2,62.2
Population below age 15 years (%),29.0,33.0
"Sex ratio of the total population (females per 1,000 males)","1,229","1,122"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,034",922
Children under age 5 years whose birth was registered with the civil authority (%),85.7,62.7
Deaths in the last 3 years registered with the civil authority (%),45.2,na
Population living in households with electricity (%),92.5,73.9
Population living in households with an improved drinking-water source (%),97.8,93.1
Population living in households that use an improved sanitation facility(%),52.0,16.7
Households using clean fuel for cooking (%),37.1,23.5
Households using iodized salt (%),95.7,95.0
Households with any usual member covered under a health insurance/financing scheme (%),14.9,6.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.7,na
Women who are literate (%),74.8,na
Women with 10 or more years of schooling (%),49.7,36.2
Women age 20-24 years married before age 18 years (%),11.0,11.4
Births in the 5 years preceding the survey that are third or higher order (%),2.3,3.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.7,1.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.1,44.5
Any method (%),51.9,38.3
Any modern method (%),33.6,27.4
Female sterilization (%),24.2,23.0
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.8,0.0
Pill (%),1.9,1.6
Condom (%),6.7,2.8
Injectables (%),0.1,0.0
Total unmet need(%),21.9,20.9
Unmet need for spacing (%),8.7,9.1
Health worker ever talked to female non-users about family planning (%),16.3,13.0
Current users ever told about side effects of current method (%),(59.2),(27.1)
Mothers who had an antenatal check-up in the first trimester (%),57.2,30.6
Mothers who had at least 4 antenatal care visits (%),30.6,18.5
Mothers whose last birth was protected against neonatal tetanus (%),93.4,90.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),22.8,16.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.2,3.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.1,83.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),71.1,54.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,814","1,755"
