,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),57.6,53.7
1,Population below age 15 years (%),31.1,36.2
2,"Sex ratio of the total population (females per 1,000 males)","1,022",986
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",968,809
4,Children under age 5 years whose birth was registered with the civil authority (%),71.5,73.2
5,Deaths in the last 3 years registered with the civil authority (%),42.6,na
6,Population living in households with electricity (%),96.2,82.0
7,Population living in households with an improved drinking-water source (%),100.0,100.0
8,Population living in households that use an improved sanitation facility(%),79.0,56.4
9,Households using clean fuel for cooking (%),46.2,31.7
10,Households using iodized salt (%),90.1,98.2
11,Households with any usual member covered under a health insurance/financing scheme (%),13.1,4.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.2,na
13,Women who are literate (%),57.0,na
14,Women with 10 or more years of schooling (%),26.9,20.0
15,Women age 20-24 years married before age 18 years (%),10.5,9.9
16,Births in the 5 years preceding the survey that are third or higher order (%),3.5,4.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.5,2.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.3,43.7
19,Any method (%),56.8,62.5
20,Any modern method (%),30.0,36.6
21,Female sterilization (%),9.3,14.5
22,Male sterilization (%),0.0,0.1
23,IUD/PPIUD (%),0.3,0.8
24,Pill (%),2.3,2.6
25,Condom (%),17.0,18.3
26,Injectables (%),0.8,0.1
27,Total unmet need(%),12.0,10.5
28,Unmet need for spacing (%),5.8,4.9
29,Health worker ever talked to female non-users about family planning (%),14.3,7.8
30,Current users ever told about side effects of current method (%),(68.9),(60.5)
31,Mothers who had an antenatal check-up in the first trimester (%),73.8,52.9
32,Mothers who had at least 4 antenatal care visits (%),50.4,59.4
33,Mothers whose last birth was protected against neonatal tetanus (%),94.5,90.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),32.7,4.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.5,1.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,84.4
37,days of delivery (%),72.5,65.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,245","1,164"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.8
40,days of delivery (%),72.5,na
41,Institutional births (%),81.0,61.9
42,Institutional births in public facility (%),44.7,30.4
43,Home births that were conducted by skilled health personnel (%),3.6,3.9
44,Births attended by skilled health personnel (%),81.1,65.5
45,Births delivered by caesarean section (%),16.7,12.1
46,Births in a private health facility that were delivered by caesarean section (%),40.0,30.8
47,Births in a public health facility that were delivered by caesarean section (%),4.8,7.9
48,mother's recall (%),79.4,68.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),81.9,77.5
50,Children age 12-23 months who have received BCG (%),96.1,98.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),80.7,89.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.7,74.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.7,78.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),61.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.7,63.9
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),56.9,48.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.1,92.0
