,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.3,62.2
1,Population below age 15 years (%),33.7,35.8
2,"Sex ratio of the total population (females per 1,000 males)","1,082","1,077"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",839,951
4,Children under age 5 years whose birth was registered with the civil authority (%),81.9,59.4
5,Deaths in the last 3 years registered with the civil authority (%),45.2,na
6,Population living in households with electricity (%),96.5,82.6
7,Population living in households with an improved drinking-water source (%),96.7,85.8
8,Population living in households that use an improved sanitation facility(%),68.8,22.7
9,Households using clean fuel for cooking (%),39.9,25.4
10,Households using iodized salt (%),98.7,97.0
11,Households with any usual member covered under a health insurance/financing scheme (%),18.8,3.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.5,na
13,Women who are literate (%),69.7,na
14,Women with 10 or more years of schooling (%),46.5,34.2
15,Women age 20-24 years married before age 18 years (%),19.6,25.4
16,Births in the 5 years preceding the survey that are third or higher order (%),3.7,6.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.7,3.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.8,47.2
19,Any method (%),53.8,43.0
20,Any modern method (%),40.2,31.8
21,Female sterilization (%),30.9,25.0
22,Male sterilization (%),0.0,0.1
23,IUD/PPIUD (%),0.6,0.3
24,Pill (%),2.2,1.2
25,Condom (%),6.1,5.0
26,Injectables (%),0.0,0.1
27,Total unmet need(%),22.4,22.1
28,Unmet need for spacing (%),10.1,10.4
29,Health worker ever talked to female non-users about family planning (%),26.3,5.2
30,Current users ever told about side effects of current method (%),62.6,39.8
31,Mothers who had an antenatal check-up in the first trimester (%),53.6,57.5
32,Mothers who had at least 4 antenatal care visits (%),25.8,38.7
33,Mothers whose last birth was protected against neonatal tetanus (%),89.9,90.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),12.9,15.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),5.7,6.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.1,83.3
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),69.5,57.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,299","1,244"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),1.9
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),67.5,na
41,Institutional births (%),90.3,80.7
42,Institutional births in public facility (%),47.8,45.5
43,Home births that were conducted by skilled health personnel (%),3.7,4.7
44,Births attended by skilled health personnel (%),92.3,85.4
45,Births delivered by caesarean section (%),18.9,6.8
46,Births in a private health facility that were delivered by caesarean section (%),37.8,16.1
47,Births in a public health facility that were delivered by caesarean section (%),5.9,2.5
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),62.2,43.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),72.1,66.0
50,Children age 12-23 months who have received BCG (%),87.8,86.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),69.1,65.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),78.6,61.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),80.6,67.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),27.3,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),59.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.8,50.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),63.9,35.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.5,73.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.7
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.1,20.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,47.4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,5.0
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,44.4
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,4.1
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(77.3),54.6
66,Children under age 3 years breastfed within one hour of birth (%),7.8,20.5
67,Children under age 6 months exclusively breastfed (%),66.6,(25.5)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(34.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.5,9.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(0.0),(11.5)
71,Total children age 6-23 months receiving an adequate diet  (%),2.9,9.7
72,Children under 5 years who are stunted (height-for-age) (%),42.7,51.4
73,Children under 5 years who are wasted (weight-for-height) (%),9.1,21.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.4,8.0
75,Children under 5 years who are underweight (weight-for-age) (%),26.5,49.1
76,Children under 5 years who are overweight (weight-for-height) (%),2.3,1.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.8,24.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),26.5,13.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),49.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),59.2,62.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),43.2,55.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),53.8,49.2
83,All women age 15-49 years who are anaemic (%),43.8,55.0
84,All women age 15-19 years who are anaemic (%),39.7,55.6
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.0,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.3,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.3,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.2,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.3,na
