Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.2,68.3
Population below age 15 years (%),29.3,33.7
"Sex ratio of the total population (females per 1,000 males)","1,141","1,135"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",839,"1,018"
Children under age 5 years whose birth was registered with the civil authority (%),85.7,69.5
Deaths in the last 3 years registered with the civil authority (%),59.3,na
Population living in households with electricity (%),96.5,85.4
Population living in households with an improved drinking-water source (%),100.0,100.0
Population living in households that use an improved sanitation facility(%),72.8,25.5
Households using clean fuel for cooking (%),37.6,24.0
Households using iodized salt (%),99.3,96.3
Households with any usual member covered under a health insurance/financing scheme (%),9.0,4.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),17.3,na
Women who are literate (%),76.5,na
Women with 10 or more years of schooling (%),52.6,47.0
Women age 20-24 years married before age 18 years (%),12.0,11.0
Births in the 5 years preceding the survey that are third or higher order (%),5.2,3.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.3,1.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.3,44.4
Any method (%),52.7,37.1
Any modern method (%),31.4,26.6
Female sterilization (%),23.3,18.4
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.6,0.2
Pill (%),0.9,0.6
Condom (%),5.9,6.8
Injectables (%),0.2,0.0
Total unmet need(%),20.7,26.2
Unmet need for spacing (%),8.2,6.4
Health worker ever talked to female non-users about family planning (%),17.8,7.9
Current users ever told about side effects of current method (%),53.3,43.7
Mothers who had an antenatal check-up in the first trimester (%),53.7,46.2
Mothers who had at least 4 antenatal care visits (%),38.5,23.7
Mothers whose last birth was protected against neonatal tetanus (%),94.4,88.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),19.4,10.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.9,5.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.6,71.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.9,67.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,265","1,946"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.5,na
Institutional births (%),93.2,84.3
Institutional births in public facility (%),44.7,50.5
Home births that were conducted by skilled health personnel (%),3.7,2.0
Births attended by skilled health personnel (%),89.8,83.1
Births delivered by caesarean section (%),16.8,8.3
Births in a private health facility that were delivered by caesarean section (%),27.4,18.9
Births in a public health facility that were delivered by caesarean section (%),7.7,3.7
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),64.5,35.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),80.3,(39.1)
Children age 12-23 months who have received BCG (%),92.2,84.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),69.8,59.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.1,65.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),80.0,60.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),16.2,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),43.2,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),79.8,38.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.8,46.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),86.4,83.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),8.8,11.6
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.7,20.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,32.5
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,12.2
