Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.6,67.2
Population below age 15 years (%),29.2,32.1
"Sex ratio of the total population (females per 1,000 males)","1,097","1,094"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",818,772
Children under age 5 years whose birth was registered with the civil authority (%),90.3,73.9
Deaths in the last 3 years registered with the civil authority (%),57.4,na
Population living in households with electricity (%),94.2,74.6
Population living in households with an improved drinking-water source (%),100.0,100.0
Population living in households that use an improved sanitation facility(%),63.6,21.6
Households using clean fuel for cooking (%),32.2,13.8
Households using iodized salt (%),98.3,91.1
Households with any usual member covered under a health insurance/financing scheme (%),23.0,5.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.0,na
Women who are literate (%),76.2,na
Women with 10 or more years of schooling (%),53.0,44.6
Women age 20-24 years married before age 18 years (%),5.5,13.3
Births in the 5 years preceding the survey that are third or higher order (%),2.4,0.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,1.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.5,42.1
Any method (%),48.9,35.6
Any modern method (%),20.7,19.5
Female sterilization (%),12.7,11.4
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.4,0.3
Pill (%),0.9,1.3
Condom (%),4.6,6.4
Injectables (%),0.4,0.1
Total unmet need(%),22.9,22.3
Unmet need for spacing (%),6.9,7.9
Health worker ever talked to female non-users about family planning (%),20.2,5.5
Current users ever told about side effects of current method (%),(62.6),(47.3)
Mothers who had an antenatal check-up in the first trimester (%),61.1,58.2
Mothers who had at least 4 antenatal care visits (%),44.5,37.3
Mothers whose last birth was protected against neonatal tetanus (%),94.6,92.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),25.2,15.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.6,5.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,81.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),76.8,55.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,611","1,285"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),74.5,na
Institutional births (%),92.2,81.1
Institutional births in public facility (%),49.8,46.1
Home births that were conducted by skilled health personnel (%),3.7,2.4
Births attended by skilled health personnel (%),87.9,84.2
Births delivered by caesarean section (%),16.0,8.0
