,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),63.7,58.8
1,Population below age 15 years (%),34.9,36.2
2,"Sex ratio of the total population (females per 1,000 males)","1,145","1,094"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,080",876
4,Children under age 5 years whose birth was registered with the civil authority (%),85.4,65.8
5,Deaths in the last 3 years registered with the civil authority (%),47.3,na
6,Population living in households with electricity (%),91.5,50.8
7,Population living in households with an improved drinking-water source (%),100.0,99.5
8,Population living in households that use an improved sanitation facility(%),73.1,24.2
9,Households using clean fuel for cooking (%),55.2,23.9
10,Households using iodized salt (%),97.9,97.8
11,Households with any usual member covered under a health insurance/financing scheme (%),15.6,14.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.8,na
13,Women who are literate (%),62.5,na
14,Women with 10 or more years of schooling (%),34.1,25.4
15,Women age 20-24 years married before age 18 years (%),17.7,31.2
16,Births in the 5 years preceding the survey that are third or higher order (%),3.4,3.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.6,4.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.3,41.3
19,Any method (%),64.2,29.3
20,Any modern method (%),48.5,27.6
21,Female sterilization (%),23.2,22.3
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),2.0,0.2
24,Pill (%),10.1,1.2
25,Condom (%),10.5,3.6
26,Injectables (%),2.0,0.3
27,Total unmet need(%),14.5,22.9
28,Unmet need for spacing (%),6.6,9.2
29,Health worker ever talked to female non-users about family planning (%),18.9,15.2
30,Current users ever told about side effects of current method (%),67.0,46.0
31,Mothers who had an antenatal check-up in the first trimester (%),44.4,35.5
32,Mothers who had at least 4 antenatal care visits (%),35.8,25.9
33,Mothers whose last birth was protected against neonatal tetanus (%),91.1,92.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.8,24.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.7,4.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.5,91.5
37,days of delivery (%),79.3,46.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,571","4,125"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(2.6),0.9
40,days of delivery (%),74.7,na
41,Institutional births (%),89.4,70.7
42,Institutional births in public facility (%),71.1,51.9
43,Home births that were conducted by skilled health personnel (%),4.3,5.1
44,Births attended by skilled health personnel (%),93.1,71.9
45,Births delivered by caesarean section (%),12.0,7.3
46,Births in a private health facility that were delivered by caesarean section (%),50.9,29.7
47,Births in a public health facility that were delivered by caesarean section (%),3.7,3.3
48,mother's recall (%),65.4,43.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.9,62.4
50,Children age 12-23 months who have received BCG (%),91.9,82.9
