Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),63.8,58.6
Population below age 15 years (%),34.6,37.8
"Sex ratio of the total population (females per 1,000 males)","1,185","1,137"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",835,903
Children under age 5 years whose birth was registered with the civil authority (%),82.6,64.5
Deaths in the last 3 years registered with the civil authority (%),36.4,na
Population living in households with electricity (%),94.0,67.0
Population living in households with an improved drinking-water source (%),99.9,99.9
Population living in households that use an improved sanitation facility(%),65.1,16.7
Households using clean fuel for cooking (%),58.1,18.0
Households using iodized salt (%),98.2,87.9
Households with any usual member covered under a health insurance/financing scheme (%),20.4,13.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.2,na
Women who are literate (%),61.3,na
Women with 10 or more years of schooling (%),34.8,28.0
Women age 20-24 years married before age 18 years (%),16.8,31.8
Births in the 5 years preceding the survey that are third or higher order (%),2.5,3.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.9,1.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),63.4,30.5
Any method (%),69.2,21.9
Any modern method (%),48.5,15.6
Female sterilization (%),13.6,9.5
Male sterilization (%),0.2,0.0
IUD/PPIUD (%),4.1,0.6
Pill (%),8.3,2.6
Condom (%),16.2,2.7
Injectables (%),4.6,0.4
Total unmet need(%),13.0,28.1
Unmet need for spacing (%),6.6,8.9
Health worker ever talked to female non-users about family planning (%),31.4,17.9
Current users ever told about side effects of current method (%),84.6,55.2
Mothers who had an antenatal check-up in the first trimester (%),62.1,45.7
Mothers who had at least 4 antenatal care visits (%),43.2,32.2
Mothers whose last birth was protected against neonatal tetanus (%),93.7,91.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),23.8,6.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.8,2.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,77.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.5,56.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,134","2,457"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(11.5),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),75.1,na
Institutional births (%),90.6,68.8
Institutional births in public facility (%),79.5,55.4
Home births that were conducted by skilled health personnel (%),3.6,5.3
Births attended by skilled health personnel (%),89.7,65.9
Births delivered by caesarean section (%),8.3,5.8
Births in a private health facility that were delivered by caesarean section (%),33.0,24.9
Births in a public health facility that were delivered by caesarean section (%),5.9,4.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),80.2,43.3
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.9,52.2
Children age 12-23 months who have received BCG (%),95.5,89.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),85.1,68.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.8,59.4
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.5,70.2
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),42.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),37.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),88.0,52.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.4,47.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.2,76.5
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.5,15.9
