,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),68.0,66.9
1,Population below age 15 years (%),33.2,34.5
2,"Sex ratio of the total population (females per 1,000 males)","1,047",940
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,004",839
4,Children under age 5 years whose birth was registered with the civil authority (%),57.6,49.6
5,Deaths in the last 3 years registered with the civil authority (%),49.1,na
6,Population living in households with electricity (%),88.0,68.0
7,Population living in households with an improved drinking-water source (%),99.8,100.0
8,Population living in households that use an improved sanitation facility(%),62.7,25.3
9,Households using clean fuel for cooking (%),39.6,24.4
10,Households using iodized salt (%),74.8,96.0
11,Households with any usual member covered under a health insurance/financing scheme (%),12.8,8.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.8,na
13,Women who are literate (%),67.8,na
14,Women with 10 or more years of schooling (%),38.8,31.3
15,Women age 20-24 years married before age 18 years (%),20.1,27.1
16,Births in the 5 years preceding the survey that are third or higher order (%),4.1,3.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.3,9.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),64.5,48.9
19,Any method (%),73.1,54.5
20,Any modern method (%),39.7,25.1
21,Female sterilization (%),7.8,10.9
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.8,2.5
24,Pill (%),3.3,2.3
25,Condom (%),24.2,7.7
26,Injectables (%),0.9,1.1
27,Total unmet need(%),7.0,14.1
28,Unmet need for spacing (%),2.0,4.8
29,Health worker ever talked to female non-users about family planning (%),13.4,5.9
30,Current users ever told about side effects of current method (%),56.5,40.3
31,Mothers who had an antenatal check-up in the first trimester (%),54.1,50.1
32,Mothers who had at least 4 antenatal care visits (%),33.6,17.0
33,Mothers whose last birth was protected against neonatal tetanus (%),92.3,81.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),20.0,10.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),4.7,1.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.2,90.4
37,days of delivery (%),60.2,53.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,929","1,430"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.7
40,days of delivery (%),61.6,na
41,Institutional births (%),76.7,61.7
42,Institutional births in public facility (%),50.5,29.9
43,Home births that were conducted by skilled health personnel (%),5.2,1.5
44,Births attended by skilled health personnel (%),80.8,62.5
45,Births delivered by caesarean section (%),7.5,5.7
46,Births in a private health facility that were delivered by caesarean section (%),23.3,17.0
47,Births in a public health facility that were delivered by caesarean section (%),2.8,1.1
48,mother's recall (%),55.5,48.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),71.9,62.7
50,Children age 12-23 months who have received BCG (%),98.1,83.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),60.5,71.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),75.0,62.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),88.9,64.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),37.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),19.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),69.0,55.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.6,39.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),90.2,73.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.1,10.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.4,13.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(48.2),19.7
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(29.1),2.9
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(52.6),43.5
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),9.1,6.0
65,health provider (%),46.5,60.7
66,Children under age 3 years breastfed within one hour of birth (%),29.8,21.9
67,Children under age 6 months exclusively breastfed (%),56.5,(47.7)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(26.1),(24.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),4.2,4.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(3.3)
71,Total children age 6-23 months receiving an adequate diet  (%),5.0,3.8
72,Children under 5 years who are stunted (height-for-age) (%),48.8,51.0
73,Children under 5 years who are wasted (weight-for-height) (%),15.0,9.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.4,2.0
75,Children under 5 years who are underweight (weight-for-age) (%),30.6,32.2
76,Children under 5 years who are overweight (weight-for-height) (%),3.7,1.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.7,23.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.4,17.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),50.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.4,40.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.0,36.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),44.6,38.3
83,All women age 15-49 years who are anaemic (%),55.4,36.5
84,All women age 15-19 years who are anaemic (%),60.9,32.3
85,Blood sugar level - high (141-160 mg/dl)(%),3.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.1,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.2,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),2.6,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.2,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.6,na
93,blood pressure (%),16.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
96,blood pressure (%),19.2,na
97,Ever undergone a screening test for cervical cancer (%),0.7,na
98,Ever undergone a breast examination for breast cancer (%),0.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),5.0,na
101,Men age 15 years and above who use any kind of tobacco (%),46.0,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),15.1,na
