,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),64.4,60.0
1,Population below age 15 years (%),31.7,36.2
2,"Sex ratio of the total population (females per 1,000 males)","1,098","1,086"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",895,877
4,Children under age 5 years whose birth was registered with the civil authority (%),90.9,61.2
5,Deaths in the last 3 years registered with the civil authority (%),49.8,na
6,Population living in households with electricity (%),94.6,70.8
7,Population living in households with an improved drinking-water source (%),100.0,100.0
8,Population living in households that use an improved sanitation facility(%),64.2,18.7
9,Households using clean fuel for cooking (%),57.0,19.6
10,Households using iodized salt (%),97.5,96.5
11,Households with any usual member covered under a health insurance/financing scheme (%),15.8,16.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.7,na
13,Women who are literate (%),63.2,na
14,Women with 10 or more years of schooling (%),40.9,30.6
15,Women age 20-24 years married before age 18 years (%),15.9,28.3
16,Births in the 5 years preceding the survey that are third or higher order (%),2.6,4.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.0,1.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),73.3,35.4
19,Any method (%),72.0,18.3
20,Any modern method (%),53.8,15.5
21,Female sterilization (%),12.2,7.9
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),3.3,1.2
24,Pill (%),15.5,1.6
25,Condom (%),14.2,4.5
26,Injectables (%),6.8,0.1
27,Total unmet need(%),11.1,29.9
28,Unmet need for spacing (%),4.1,8.7
29,Health worker ever talked to female non-users about family planning (%),22.2,9.6
30,Current users ever told about side effects of current method (%),71.8,(52.8)
31,Mothers who had an antenatal check-up in the first trimester (%),45.0,33.3
32,Mothers who had at least 4 antenatal care visits (%),31.5,19.8
33,Mothers whose last birth was protected against neonatal tetanus (%),96.0,89.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),15.9,6.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),7.2,3.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.0,72.5
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.8,50.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,062","4,428"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),81.6,na
41,Institutional births (%),93.2,73.6
42,Institutional births in public facility (%),79.2,60.5
43,Home births that were conducted by skilled health personnel (%),1.7,4.3
44,Births attended by skilled health personnel (%),92.0,76.6
45,Births delivered by caesarean section (%),11.6,7.3
46,Births in a private health facility that were delivered by caesarean section (%),49.5,42.8
47,Births in a public health facility that were delivered by caesarean section (%),5.9,2.8
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),73.8,57.5
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),77.4,75.5
