Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),63.4,59.0
Population below age 15 years (%),29.0,31.2
"Sex ratio of the total population (females per 1,000 males)","1,035","1,008"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",890,799
Children under age 5 years whose birth was registered with the civil authority (%),84.3,54.5
Deaths in the last 3 years registered with the civil authority (%),35.3,na
Population living in households with electricity (%),76.8,46.0
Population living in households with an improved drinking-water source (%),98.8,98.1
Population living in households that use an improved sanitation facility(%),63.1,27.7
Households using clean fuel for cooking (%),38.9,17.6
Households using iodized salt (%),76.2,96.1
Households with any usual member covered under a health insurance/financing scheme (%),16.8,1.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.6,na
Women who are literate (%),62.3,na
Women with 10 or more years of schooling (%),37.3,32.6
Women age 20-24 years married before age 18 years (%),10.4,14.2
Births in the 5 years preceding the survey that are third or higher order (%),3.7,1.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.3,1.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),70.4,35.6
Any method (%),66.2,41.4
Any modern method (%),58.0,18.0
Female sterilization (%),8.4,10.8
Male sterilization (%),0.0,0.2
IUD/PPIUD (%),0.7,0.7
Pill (%),6.6,1.7
Condom (%),38.9,4.6
Injectables (%),0.9,0.0
Total unmet need(%),9.7,18.7
Unmet need for spacing (%),2.7,6.1
Health worker ever talked to female non-users about family planning (%),35.6,8.3
Current users ever told about side effects of current method (%),73.9,*
Mothers who had an antenatal check-up in the first trimester (%),56.3,38.9
Mothers who had at least 4 antenatal care visits (%),38.1,9.6
Mothers whose last birth was protected against neonatal tetanus (%),90.2,85.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.7,6.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.8,1.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8,88.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),66.8,39.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,145","1,407"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.6,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),65.5,na
Institutional births (%),81.4,69.0
Institutional births in public facility (%),64.6,56.8
Home births that were conducted by skilled health personnel (%),7.2,1.1
Births attended by skilled health personnel (%),85.6,69.0
Births delivered by caesarean section (%),7.0,4.6
Births in a private health facility that were delivered by caesarean section (%),26.7,(29.6)
Births in a public health facility that were delivered by caesarean section (%),3.9,1.8
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),55.7,48.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),63.5,(67.6)
Children age 12-23 months who have received BCG (%),90.0,87.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),61.8,63.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),76.0,68.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),71.5,71.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.3,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),20.2,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),69.8,55.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.3,43.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.3,95.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),6.0,1.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.9,10.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(36.4)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(13.5)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(55.7)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.9,2.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(43.1),(65.2)
Children under age 3 years breastfed within one hour of birth (%),13.9,25.1
Children under age 6 months exclusively breastfed (%),48.0,(46.6)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.0,3.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),3.5,4.3
Children under 5 years who are stunted (height-for-age) (%),51.1,52.4
Children under 5 years who are wasted (weight-for-height) (%),17.8,14.9
Children under 5 years who are severely wasted (weight-for-height) (%),9.1,5.9
Children under 5 years who are underweight (weight-for-age) (%),38.0,40.4
Children under 5 years who are overweight (weight-for-height) (%),3.6,4.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.7,31.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.8,10.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),63.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),78.1,44.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.7,40.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),49.0,(37.8)
All women age 15-49 years who are anaemic (%),63.0,40.2
All women age 15-19 years who are anaemic (%),60.5,37.4
Women - Blood sugar level - high (141-160 mg/dl)(%),2.5,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.5,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.7,na
Men - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
Men - Blood sugar level - very high (>160 mg/dl) (%),4.2,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.5,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.0,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.4,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.0,na
Ever undergone a screening test for cervical cancer (%),1.9,na
Ever undergone a breast examination for breast cancer (%),1.1,na
Ever undergone an oral cavity examination for oral cancer (%),1.5,na
Women age 15 years and above who use any kind of tobacco (%),20.8,na
Men age 15 years and above who use any kind of tobacco (%),60.8,na
Women age 15 years and above who consume alcohol (%),0.8,na
Men age 15 years and above who consume alcohol (%),18.5,na
