,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),63.7,59.6
1,Population below age 15 years (%),32.5,33.8
2,"Sex ratio of the total population (females per 1,000 males)","1,001","1,004"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",860,945
4,Children under age 5 years whose birth was registered with the civil authority (%),78.1,64.4
5,Deaths in the last 3 years registered with the civil authority (%),48.7,na
6,Population living in households with electricity (%),96.4,76.7
7,Population living in households with an improved drinking-water source (%),99.7,100.0
8,Population living in households that use an improved sanitation facility(%),78.9,52.5
9,Households using clean fuel for cooking (%),45.4,31.6
10,Households using iodized salt (%),90.4,95.9
11,Households with any usual member covered under a health insurance/financing scheme (%),8.3,3.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.1,na
13,Women who are literate (%),61.2,na
14,Women with 10 or more years of schooling (%),35.4,29.3
15,Women age 20-24 years married before age 18 years (%),11.6,11.9
16,Births in the 5 years preceding the survey that are third or higher order (%),4.7,6.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.0,4.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.0,59.0
19,Any method (%),65.7,59.4
20,Any modern method (%),45.3,43.8
21,Female sterilization (%),13.0,10.9
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.8,1.0
24,Pill (%),2.8,2.2
25,Condom (%),26.7,29.2
26,Injectables (%),1.4,0.5
27,Total unmet need(%),6.8,11.4
28,Unmet need for spacing (%),2.4,3.6
29,Health worker ever talked to female non-users about family planning (%),31.7,11.1
30,Current users ever told about side effects of current method (%),72.6,(28.0)
31,Mothers who had an antenatal check-up in the first trimester (%),70.4,55.5
32,Mothers who had at least 4 antenatal care visits (%),43.9,33.1
33,Mothers whose last birth was protected against neonatal tetanus (%),87.2,91.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),23.5,8.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),4.2,1.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.1,92.7
37,days of delivery (%),77.7,56.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,736",938
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
40,days of delivery (%),79.5,na
41,Institutional births (%),81.1,67.2
42,Institutional births in public facility (%),31.3,30.3
43,Home births that were conducted by skilled health personnel (%),6.2,3.9
44,Births attended by skilled health personnel (%),86.7,71.2
45,Births delivered by caesarean section (%),20.3,10.6
46,Births in a private health facility that were delivered by caesarean section (%),36.4,26.4
47,Births in a public health facility that were delivered by caesarean section (%),6.9,2.8
48,mother's recall (%),72.9,74.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),91.1,71.3
50,Children age 12-23 months who have received BCG (%),95.3,93.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),78.0,79.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.1,84.3
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),84.4,84.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),61.1,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.2,61.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.4,48.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.5,95.6
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.5,7.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(57.8),(52.4)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(43.2),(17.8)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(81.1),(85.1)
