Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.6,68.1
Population below age 15 years (%),30.5,32.9
"Sex ratio of the total population (females per 1,000 males)","1,089","1,098"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",943,951
Children under age 5 years whose birth was registered with the civil authority (%),90.3,85.6
Deaths in the last 3 years registered with the civil authority (%),51.5,na
Population living in households with electricity (%),94.9,78.0
Population living in households with an improved drinking-water source (%),99.8,99.8
Population living in households that use an improved sanitation facility(%),69.6,37.7
Households using clean fuel for cooking (%),66.8,39.7
Households using iodized salt (%),98.4,97.2
Households with any usual member covered under a health insurance/financing scheme (%),17.9,7.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.7,na
Women who are literate (%),68.8,na
Women with 10 or more years of schooling (%),42.8,38.6
Women age 20-24 years married before age 18 years (%),14.6,25.0
Births in the 5 years preceding the survey that are third or higher order (%),1.7,3.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.4,2.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),78.3,52.4
Any method (%),63.8,45.0
Any modern method (%),48.9,36.1
Female sterilization (%),19.0,27.3
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.8,0.8
Pill (%),6.9,0.6
Condom (%),20.1,6.7
Injectables (%),1.4,0.7
Total unmet need(%),14.7,23.3
Unmet need for spacing (%),4.3,8.5
Health worker ever talked to female non-users about family planning (%),30.6,10.8
Current users ever told about side effects of current method (%),84.7,47.8
Mothers who had an antenatal check-up in the first trimester (%),63.9,48.3
Mothers who had at least 4 antenatal care visits (%),56.3,35.2
Mothers whose last birth was protected against neonatal tetanus (%),96.3,94.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),29.3,17.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),17.0,9.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.6,78.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),79.1,64.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,533","2,301"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),73.9,na
Institutional births (%),91.6,76.7
Institutional births in public facility (%),72.5,52.5
Home births that were conducted by skilled health personnel (%),4.3,1.3
Births attended by skilled health personnel (%),84.1,76.0
Births delivered by caesarean section (%),15.2,17.5
Births in a private health facility that were delivered by caesarean section (%),57.9,56.2
Births in a public health facility that were delivered by caesarean section (%),5.7,7.5
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),67.7,65.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),69.3,78.7
Children age 12-23 months who have received BCG (%),97.2,96.8
Children age 12-23 months who have received 3 doses of polio vaccine (%),74.9,85.4
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),78.3,80.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),85.5,86.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),23.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),58.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),76.0,66.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.6,57.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),93.6,73.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.8,6.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.4,25.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,34.8
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,17.2
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,57.9
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.9,6.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(73.1),70.3
Children under age 3 years breastfed within one hour of birth (%),38.8,37.9
Children under age 6 months exclusively breastfed (%),(71.2),(56.6)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(16.8),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),1.6,3.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),2.3,3.8
Children under 5 years who are stunted (height-for-age) (%),29.6,42.1
Children under 5 years who are wasted (weight-for-height) (%),23.3,19.9
Children under 5 years who are severely wasted (weight-for-height) (%),12.0,5.2
Children under 5 years who are underweight (weight-for-age) (%),33.7,35.2
Children under 5 years who are overweight (weight-for-height) (%),1.3,1.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.0,22.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.1,20.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),63.9,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.4,59.9
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.4,52.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),41.4,(45.6)
All women age 15-49 years who are anaemic (%),52.9,51.7
All women age 15-19 years who are anaemic (%),55.8,58.8
Women - Blood sugar level - high (141-160 mg/dl)(%),6.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.2,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.8,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.3,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.1,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.7,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),16.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.7,na
Ever undergone a screening test for cervical cancer (%),1.8,na
Ever undergone a breast examination for breast cancer (%),1.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.9,na
Women age 15 years and above who use any kind of tobacco (%),5.4,na
Men age 15 years and above who use any kind of tobacco (%),44.6,na
Women age 15 years and above who consume alcohol (%),0.1,na
Men age 15 years and above who consume alcohol (%),18.9,na
