Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),69.0,64.2
Population below age 15 years (%),30.3,34.3
"Sex ratio of the total population (females per 1,000 males)","1,046","1,156"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,002",981
Children under age 5 years whose birth was registered with the civil authority (%),86.7,74.2
Deaths in the last 3 years registered with the civil authority (%),47.7,na
Population living in households with electricity (%),95.3,72.1
Population living in households with an improved drinking-water source (%),99.8,100.0
Population living in households that use an improved sanitation facility(%),69.1,25.0
Households using clean fuel for cooking (%),67.2,32.9
Households using iodized salt (%),97.0,98.6
Households with any usual member covered under a health insurance/financing scheme (%),10.5,5.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.5,na
Women who are literate (%),71.3,na
Women with 10 or more years of schooling (%),50.4,39.8
Women age 20-24 years married before age 18 years (%),13.7,22.4
Births in the 5 years preceding the survey that are third or higher order (%),1.9,2.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.1,2.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),76.9,40.0
Any method (%),56.2,32.3
Any modern method (%),45.9,27.5
Female sterilization (%),18.0,18.0
Male sterilization (%),0.1,0.0
IUD/PPIUD (%),3.1,0.4
Pill (%),5.4,3.0
Condom (%),16.4,5.8
Injectables (%),2.3,0.1
Total unmet need(%),20.4,24.0
Unmet need for spacing (%),6.3,7.2
Health worker ever talked to female non-users about family planning (%),24.7,12.3
Current users ever told about side effects of current method (%),79.3,39.0
Mothers who had an antenatal check-up in the first trimester (%),55.9,39.0
Mothers who had at least 4 antenatal care visits (%),42.5,25.6
Mothers whose last birth was protected against neonatal tetanus (%),93.9,93.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),13.8,16.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),7.4,6.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.2,88.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),77.2,54.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,961","2,029"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),73.9,na
Institutional births (%),93.4,82.0
Institutional births in public facility (%),76.4,65.1
Home births that were conducted by skilled health personnel (%),2.5,4.6
Births attended by skilled health personnel (%),91.6,85.1
Births delivered by caesarean section (%),12.7,7.8
Births in a private health facility that were delivered by caesarean section (%),51.6,36.9
Births in a public health facility that were delivered by caesarean section (%),5.1,2.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),64.2,63.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),73.2,66.6
Children age 12-23 months who have received BCG (%),92.6,93.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),73.9,78.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),79.0,75.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),77.4,74.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),61.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.9,55.4
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.0,56.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.9,94.2
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,3.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.0,9.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(36.9)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(23.8)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(82.6)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,6.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(89.1),77.5
Children under age 3 years breastfed within one hour of birth (%),17.3,20.1
Children under age 6 months exclusively breastfed (%),(54.8),(60.3)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.0,1.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),2.7,1.6
Children under 5 years who are stunted (height-for-age) (%),36.8,41.2
Children under 5 years who are wasted (weight-for-height) (%),26.5,14.1
Children under 5 years who are severely wasted (weight-for-height) (%),10.8,4.6
Children under 5 years who are underweight (weight-for-age) (%),39.4,31.6
Children under 5 years who are overweight (weight-for-height) (%),3.4,2.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.8,25.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.3,17.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),67.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),54.9,68.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),34.2,56.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(21.1),60.4
All women age 15-49 years who are anaemic (%),33.8,57.1
All women age 15-19 years who are anaemic (%),39.0,60.7
Women - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.6,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.3,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.3,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.6,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.0,na
Ever undergone a screening test for cervical cancer (%),6.8,na
Ever undergone a breast examination for breast cancer (%),0.8,na
Ever undergone an oral cavity examination for oral cancer (%),0.5,na
Women age 15 years and above who use any kind of tobacco (%),2.3,na
Men age 15 years and above who use any kind of tobacco (%),36.9,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),12.7,na
