,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),69.0,64.4
1,Population below age 15 years (%),28.1,32.8
2,"Sex ratio of the total population (females per 1,000 males)",993,"1,011"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",960,915
4,Children under age 5 years whose birth was registered with the civil authority (%),84.1,73.3
5,Deaths in the last 3 years registered with the civil authority (%),36.1,na
6,Population living in households with electricity (%),75.4,48.2
7,Population living in households with an improved drinking-water source (%),98.5,97.9
8,Population living in households that use an improved sanitation facility(%),60.3,30.9
9,Households using clean fuel for cooking (%),43.4,22.9
10,Households using iodized salt (%),68.7,93.5
11,Households with any usual member covered under a health insurance/financing scheme (%),15.3,5.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.4,na
13,Women who are literate (%),64.4,na
14,Women with 10 or more years of schooling (%),37.0,28.5
15,Women age 20-24 years married before age 18 years (%),18.9,11.5
16,Births in the 5 years preceding the survey that are third or higher order (%),2.4,2.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.2,4.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),65.4,43.3
19,Any method (%),48.7,41.8
20,Any modern method (%),46.2,27.1
21,Female sterilization (%),9.6,14.9
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.6,0.9
24,Pill (%),6.7,0.8
25,Condom (%),26.7,10.1
26,Injectables (%),0.3,0.2
27,Total unmet need(%),19.1,19.7
28,Unmet need for spacing (%),4.5,6.3
29,Health worker ever talked to female non-users about family planning (%),25.9,10.7
30,Current users ever told about side effects of current method (%),64.3,(49.6)
31,Mothers who had an antenatal check-up in the first trimester (%),44.7,24.8
32,Mothers who had at least 4 antenatal care visits (%),19.8,11.8
33,Mothers whose last birth was protected against neonatal tetanus (%),88.1,86.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),18.6,5.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.6,1.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.0,86.1
37,days of delivery (%),54.2,53.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,405","1,130"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(7.0),1.6
40,days of delivery (%),60.6,na
41,Institutional births (%),80.8,68.8
42,Institutional births in public facility (%),62.6,53.8
43,Home births that were conducted by skilled health personnel (%),5.7,2.1
