,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),53.1,46.2
1,Population below age 15 years (%),38.9,42.9
2,"Sex ratio of the total population (females per 1,000 males)","1,075","1,077"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,034",879
4,Children under age 5 years whose birth was registered with the civil authority (%),81.2,31.5
5,Deaths in the last 3 years registered with the civil authority (%),20.4,na
6,Population living in households with electricity (%),78.4,39.6
7,Population living in households with an improved drinking-water source (%),99.8,98.9
8,Population living in households that use an improved sanitation facility(%),59.7,14.7
9,Households using clean fuel for cooking (%),39.6,9.2
10,Households using iodized salt (%),96.9,78.2
11,Households with any usual member covered under a health insurance/financing scheme (%),13.0,5.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.9,na
13,Women who are literate (%),43.2,na
14,Women with 10 or more years of schooling (%),16.8,12.9
15,Women age 20-24 years married before age 18 years (%),35.0,41.5
16,Births in the 5 years preceding the survey that are third or higher order (%),3.2,4.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.1,6.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),53.0,29.1
19,Any method (%),49.0,2.7
20,Any modern method (%),39.4,2.7
21,Female sterilization (%),6.6,0.9
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),2.6,0.1
24,Pill (%),11.1,0.9
25,Condom (%),14.3,0.6
26,Injectables (%),3.4,0.1
27,Total unmet need(%),22.3,31.8
28,Unmet need for spacing (%),7.8,12.7
29,Health worker ever talked to female non-users about family planning (%),31.0,10.6
30,Current users ever told about side effects of current method (%),75.1,*
31,Mothers who had an antenatal check-up in the first trimester (%),55.2,16.6
32,Mothers who had at least 4 antenatal care visits (%),41.0,10.8
33,Mothers whose last birth was protected against neonatal tetanus (%),91.4,61.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),23.9,6.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.4,2.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.7,77.0
37,days of delivery (%),62.1,17.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,810","1,611"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),2.3,0.3
40,days of delivery (%),61.3,na
41,Institutional births (%),69.7,30.8
42,Institutional births in public facility (%),58.0,23.8
43,Home births that were conducted by skilled health personnel (%),6.1,12.0
44,Births attended by skilled health personnel (%),67.4,40.1
45,Births delivered by caesarean section (%),5.3,1.9
46,Births in a private health facility that were delivered by caesarean section (%),32.4,(18.6)
47,Births in a public health facility that were delivered by caesarean section (%),2.7,2.4
48,mother's recall (%),57.4,7.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),67.9,*
50,Children age 12-23 months who have received BCG (%),86.4,54.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),64.7,21.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),67.5,18.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),74.5,31.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),34.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),64.2,4.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.2,37.2
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),88.1,94.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.8,1.3
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.1,10.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(70.3),38.8
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(37.2),15.5
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(68.1),72.2
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.4,3.0
65,health provider (%),64.3,67.5
66,Children under age 3 years breastfed within one hour of birth (%),14.1,28.8
67,Children under age 6 months exclusively breastfed (%),70.6,68.6
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(41.3),*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.4,6.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),6.9,6.5
72,Children under 5 years who are stunted (height-for-age) (%),41.2,62.8
73,Children under 5 years who are wasted (weight-for-height) (%),24.9,10.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),14.3,3.3
75,Children under 5 years who are underweight (weight-for-age) (%),37.2,43.5
76,Children under 5 years who are overweight (weight-for-height) (%),3.9,4.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.2,27.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.8,11.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),72.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.4,72.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.8,55.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),38.1,55.3
83,All women age 15-49 years who are anaemic (%),53.7,55.8
84,All women age 15-19 years who are anaemic (%),54.7,56.9
85,Blood sugar level - high (141-160 mg/dl)(%),3.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.0,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.2,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.6,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.7,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.1,na
93,blood pressure (%),23.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.6,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.0,na
96,blood pressure (%),25.3,na
97,Ever undergone a screening test for cervical cancer (%),3.0,na
98,Ever undergone a breast examination for breast cancer (%),0.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.6,na
100,Women age 15 years and above who use any kind of tobacco (%),23.6,na
101,Men age 15 years and above who use any kind of tobacco (%),59.8,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),10.7,na
