,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),69.7,63.5
2,Population below age 15 years (%),29.6,35.1
3,"Sex ratio of the total population (females per 1,000 males)","1,053","1,112"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",972,"1,052"
5,Children under age 5 years whose birth was registered with the civil authority (%),74.3,63.4
6,Deaths in the last 3 years registered with the civil authority (%),53.4,na
7,Population living in households with electricity (%),91.8,70.5
8,Population living in households with an improved drinking-water source (%),99.3,99.5
9,Population living in households that use an improved sanitation facility(%),64.1,19.8
10,Households using clean fuel for cooking (%),39.3,17.0
11,Households using iodized salt (%),98.2,98.3
12,Households with any usual member covered under a health insurance/financing scheme (%),10.6,8.8
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.8,na
15,Women who are literate (%),72.4,na
16,Women with 10 or more years of schooling (%),51.4,41.6
18,Women age 20-24 years married before age 18 years (%),13.5,25.5
19,Births in the 5 years preceding the survey that are third or higher order (%),2.8,3.2
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.9,4.1
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.6,35.6
23,Any method (%),62.9,35.6
24,Any modern method (%),51.2,27.8
25,Female sterilization (%),20.9,19.6
26,Male sterilization (%),0.0,0.0
27,IUD/PPIUD (%),1.9,0.5
28,Pill (%),10.1,2.8
29,Condom (%),12.1,4.6
30,Injectables (%),2.8,0.0
32,Total unmet need(%),13.4,20.2
33,Unmet need for spacing (%),4.9,7.6
35,Health worker ever talked to female non-users about family planning (%),30.5,13.5
36,Current users ever told about side effects of current method (%),68.5,26.5
39,Mothers who had an antenatal check-up in the first trimester (%),58.1,30.0
40,Mothers who had at least 4 antenatal care visits (%),29.2,19.2
41,Mothers whose last birth was protected against neonatal tetanus (%),93.7,91.4
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),10.6,9.6
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),2.1,2.4
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7,75.5
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.5,39.1
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,575","2,090"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),1.4
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),69.1,na
52,Institutional births (%),88.3,75.3
53,Institutional births in public facility (%),71.1,59.8
54,Home births that were conducted by skilled health personnel (%),3.0,2.6
55,Births attended by skilled health personnel (%),90.5,77.7
56,Births delivered by caesarean section (%),10.9,4.8
57,Births in a private health facility that were delivered by caesarean section (%),44.3,21.0
58,Births in a public health facility that were delivered by caesarean section (%),4.6,2.6
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),60.8,40.2
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),69.9,(52.6)
63,Children age 12-23 months who have received BCG (%),95.8,90.9
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),67.6,60.7
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),71.0,60.8
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),76.5,73.1
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),20.9,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),33.9,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),70.0,44.8
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.8,53.7
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.4,95.8
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.6,1.1
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.6,7.8
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(47.2),(16.5)
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(16.7),(10.0)
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(79.9),(68.9)
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.3,5.2
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),61.8,69.9
