,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),74.1,69.3
1,Population below age 15 years (%),27.3,30.4
2,"Sex ratio of the total population (females per 1,000 males)",951,951
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",885,939
4,Children under age 5 years whose birth was registered with the civil authority (%),95.6,61.8
5,Deaths in the last 3 years registered with the civil authority (%),61.8,na
6,Population living in households with electricity (%),97.2,90.0
7,Population living in households with an improved drinking-water source (%),98.4,96.0
8,Population living in households that use an improved sanitation facility(%),83.2,50.4
9,Households using clean fuel for cooking (%),71.5,48.6
10,Households using iodized salt (%),99.9,97.3
11,Households with any usual member covered under a health insurance/financing scheme (%),12.8,8.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.0,na
13,Women who are literate (%),79.0,na
14,Women with 10 or more years of schooling (%),55.0,44.0
15,Women age 20-24 years married before age 18 years (%),10.4,19.9
16,Births in the 5 years preceding the survey that are third or higher order (%),2.2,3.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.0,4.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.6,69.1
19,Any method (%),72.5,58.5
20,Any modern method (%),60.9,42.6
21,Female sterilization (%),23.9,30.7
22,Male sterilization (%),0.1,0.1
23,IUD/PPIUD (%),1.5,1.6
24,Pill (%),9.1,1.0
25,Condom (%),23.7,8.5
26,Injectables (%),2.0,0.3
27,Total unmet need(%),8.7,16.4
28,Unmet need for spacing (%),4.2,7.2
29,Health worker ever talked to female non-users about family planning (%),27.4,11.3
30,Current users ever told about side effects of current method (%),77.0,49.4
31,Mothers who had an antenatal check-up in the first trimester (%),74.3,52.2
32,Mothers who had at least 4 antenatal care visits (%),51.4,33.3
33,Mothers whose last birth was protected against neonatal tetanus (%),95.0,92.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),30.1,20.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.7,6.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.0,81.9
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.1,69.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,698","2,592"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.0,na
41,Institutional births (%),95.2,82.4
42,Institutional births in public facility (%),58.7,48.9
43,Home births that were conducted by skilled health personnel (%),2.8,3.0
44,Births attended by skilled health personnel (%),93.4,85.2
45,Births delivered by caesarean section (%),23.0,17.8
46,Births in a private health facility that were delivered by caesarean section (%),46.3,41.1
47,Births in a public health facility that were delivered by caesarean section (%),10.5,8.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),79.3,59.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),78.6,68.1
50,Children age 12-23 months who have received BCG (%),96.1,93.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),87.1,75.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),84.3,77.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.5,77.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),27.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),48.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.3,63.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),80.5,46.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.7,83.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.3,7.6
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.4,16.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,53.0
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,13.2
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,78.5
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.1,4.2
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,78.0
66,Children under age 3 years breastfed within one hour of birth (%),36.4,18.3
67,Children under age 6 months exclusively breastfed (%),(47.5),23.5
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(37.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),6.6,4.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(0.0)
71,Total children age 6-23 months receiving an adequate diet  (%),5.8,4.0
72,Children under 5 years who are stunted (height-for-age) (%),37.4,44.7
73,Children under 5 years who are wasted (weight-for-height) (%),21.0,25.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),13.3,8.1
75,Children under 5 years who are underweight (weight-for-age) (%),39.0,45.4
76,Children under 5 years who are overweight (weight-for-height) (%),3.1,0.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.7,23.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.6,18.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),67.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.2,58.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),38.2,50.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(17.3),50.8
83,All women age 15-49 years who are anaemic (%),37.6,50.9
84,All women age 15-19 years who are anaemic (%),42.0,50.3
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.3,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.0,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.6,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.0,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.9,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.6,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),27.1,na
97,Ever undergone a screening test for cervical cancer (%),3.4,na
98,Ever undergone a breast examination for breast cancer (%),0.9,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.6,na
100,Women age 15 years and above who use any kind of tobacco (%),5.5,na
101,Men age 15 years and above who use any kind of tobacco (%),38.4,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),13.4,na
