,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),62.4,54.0
1,Population below age 15 years (%),32.4,35.9
2,"Sex ratio of the total population (females per 1,000 males)","1,116","1,093"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",933,880
4,Children under age 5 years whose birth was registered with the civil authority (%),89.0,57.5
5,Deaths in the last 3 years registered with the civil authority (%),33.5,na
6,Population living in households with electricity (%),94.8,56.4
7,Population living in households with an improved drinking-water source (%),100.0,99.7
8,Population living in households that use an improved sanitation facility(%),66.7,21.2
9,Households using clean fuel for cooking (%),65.1,18.1
10,Households using iodized salt (%),98.1,90.0
11,Households with any usual member covered under a health insurance/financing scheme (%),18.2,10.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.6,na
13,Women who are literate (%),62.0,na
14,Women with 10 or more years of schooling (%),33.8,20.2
15,Women age 20-24 years married before age 18 years (%),24.1,48.2
16,Births in the 5 years preceding the survey that are third or higher order (%),1.9,3.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.6,3.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.6,44.1
19,Any method (%),62.9,27.6
20,Any modern method (%),49.6,27.2
21,Female sterilization (%),27.9,22.1
22,Male sterilization (%),0.0,0.1
23,IUD/PPIUD (%),1.1,0.2
24,Pill (%),7.4,1.5
25,Condom (%),9.8,2.1
26,Injectables (%),2.6,1.2
27,Total unmet need(%),13.7,22.6
28,Unmet need for spacing (%),5.3,9.8
29,Health worker ever talked to female non-users about family planning (%),32.3,22.3
30,Current users ever told about side effects of current method (%),77.3,64.6
31,Mothers who had an antenatal check-up in the first trimester (%),55.5,32.7
32,Mothers who had at least 4 antenatal care visits (%),52.5,25.2
33,Mothers whose last birth was protected against neonatal tetanus (%),96.1,87.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.5,21.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.2,4.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.4,89.2
37,days of delivery (%),77.2,44.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,398","2,191"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,1.4
40,days of delivery (%),76.4,na
41,Institutional births (%),93.3,61.6
42,Institutional births in public facility (%),77.5,48.8
43,Home births that were conducted by skilled health personnel (%),2.5,5.0
44,Births attended by skilled health personnel (%),92.0,65.3
45,Births delivered by caesarean section (%),14.7,9.2
46,Births in a private health facility that were delivered by caesarean section (%),57.7,55.8
47,Births in a public health facility that were delivered by caesarean section (%),7.2,4.1
48,mother's recall (%),76.2,41.7
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.8,68.6
50,Children age 12-23 months who have received BCG (%),96.8,87.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),82.7,61.3
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.4,68.0
