Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.6,66.1
Population below age 15 years (%),29.8,30.1
"Sex ratio of the total population (females per 1,000 males)",938,899
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",818,763
Children under age 5 years whose birth was registered with the civil authority (%),75.7,71.5
Deaths in the last 3 years registered with the civil authority (%),65.4,na
Population living in households with electricity (%),98.5,92.9
Population living in households with an improved drinking-water source (%),99.9,100.0
Population living in households that use an improved sanitation facility(%),87.0,66.8
Households using clean fuel for cooking (%),51.5,42.7
Households using iodized salt (%),96.6,98.2
Households with any usual member covered under a health insurance/financing scheme (%),12.5,5.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.8,na
Women who are literate (%),76.3,na
Women with 10 or more years of schooling (%),44.0,41.3
Women age 20-24 years married before age 18 years (%),8.1,14.3
Births in the 5 years preceding the survey that are third or higher order (%),5.3,4.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.7,1.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),81.4,61.5
Any method (%),71.7,68.2
Any modern method (%),45.2,41.0
Female sterilization (%),15.6,17.5
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),2.3,2.7
Pill (%),3.6,2.4
Condom (%),22.5,18.0
Injectables (%),0.4,0.1
Total unmet need(%),5.2,7.7
Unmet need for spacing (%),2.1,3.2
Health worker ever talked to female non-users about family planning (%),19.8,7.9
Current users ever told about side effects of current method (%),75.0,63.0
Mothers who had an antenatal check-up in the first trimester (%),79.4,64.8
Mothers who had at least 4 antenatal care visits (%),42.4,50.7
Mothers whose last birth was protected against neonatal tetanus (%),93.1,90.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33.8,25.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),8.6,8.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.1,90.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),79.1,74.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,001","1,083"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.3,na
Institutional births (%),80.9,76.2
Institutional births in public facility (%),44.0,36.8
