Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),72.6,69.9
Population below age 15 years (%),23.8,22.9
"Sex ratio of the total population (females per 1,000 males)","1,192","1,018"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,052",951
Children under age 5 years whose birth was registered with the civil authority (%),93.0,99.0
Deaths in the last 3 years registered with the civil authority (%),87.1,na
Population living in households with electricity (%),99.4,98.9
Population living in households with an improved drinking-water source (%),98.7,99.6
Population living in households that use an improved sanitation facility(%),72.4,37.5
Households using clean fuel for cooking (%),82.5,71.8
Households using iodized salt (%),93.4,81.3
Households with any usual member covered under a health insurance/financing scheme (%),75.5,70.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(17.8),na
Women who are literate (%),79.0,na
Women with 10 or more years of schooling (%),54.4,47.6
Women age 20-24 years married before age 18 years (%),16.7,27.9
Births in the 5 years preceding the survey that are third or higher order (%),0.6,1.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.4,3.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),97.5,92.0
Any method (%),70.0,55.0
Any modern method (%),68.0,54.3
Female sterilization (%),61.1,52.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),6.4,1.0
Pill (%),0.0,0.3
Condom (%),0.4,0.8
Injectables (%),0.0,0.0
Total unmet need(%),8.5,8.3
Unmet need for spacing (%),3.5,4.7
Health worker ever talked to female non-users about family planning (%),36.3,29.1
Current users ever told about side effects of current method (%),95.5,89.3
Mothers who had an antenatal check-up in the first trimester (%),78.4,57.5
Mothers who had at least 4 antenatal care visits (%),94.5,86.3
Mothers whose last birth was protected against neonatal tetanus (%),95.9,60.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),92.7,50.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),73.5,29.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,98.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),98.0,67.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,808","2,190"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.9,na
Institutional births (%),99.6,98.6
Institutional births in public facility (%),73.0,80.0
Home births that were conducted by skilled health personnel (%),0.0,1.1
Births attended by skilled health personnel (%),99.6,99.7
Births delivered by caesarean section (%),29.1,27.3
Births in a private health facility that were delivered by caesarean section (%),61.0,(63.8)
Births in a public health facility that were delivered by caesarean section (%),17.6,19.3
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),90.6,51.6
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(96.1),(51.2)
