Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),83.9,80.9
Population below age 15 years (%),19.9,23.8
"Sex ratio of the total population (females per 1,000 males)","1,079","1,007"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",815,726
Children under age 5 years whose birth was registered with the civil authority (%),100.0,98.1
Deaths in the last 3 years registered with the civil authority (%),97.9,na
Population living in households with electricity (%),98.9,99.4
Population living in households with an improved drinking-water source (%),98.7,92.6
Population living in households that use an improved sanitation facility(%),80.1,56.3
Households using clean fuel for cooking (%),91.2,75.8
Households using iodized salt (%),88.4,81.8
Households with any usual member covered under a health insurance/financing scheme (%),66.3,50.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(24.9),na
Women who are literate (%),83.9,na
Women with 10 or more years of schooling (%),58.6,48.9
Women age 20-24 years married before age 18 years (%),11.5,18.5
Births in the 5 years preceding the survey that are third or higher order (%),0.5,0.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.0,12.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.2,88.6
Any method (%),69.7,44.5
Any modern method (%),68.4,43.2
Female sterilization (%),58.3,38.5
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),6.4,3.4
Pill (%),0.6,0.4
Condom (%),3.1,0.8
Injectables (%),0.0,0.0
Total unmet need(%),8.7,14.6
Unmet need for spacing (%),4.2,5.6
Health worker ever talked to female non-users about family planning (%),21.5,35.1
Current users ever told about side effects of current method (%),88.0,68.9
Mothers who had an antenatal check-up in the first trimester (%),70.0,55.9
Mothers who had at least 4 antenatal care visits (%),89.5,69.5
Mothers whose last birth was protected against neonatal tetanus (%),85.6,63.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),71.0,65.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),59.7,48.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,93.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),91.4,74.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,317","3,203"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.5,na
Institutional births (%),100.0,98.3
Institutional births in public facility (%),70.0,65.9
Home births that were conducted by skilled health personnel (%),0.0,1.2
Births attended by skilled health personnel (%),100.0,100.0
Births delivered by caesarean section (%),43.8,37.0
Births in a private health facility that were delivered by caesarean section (%),66.1,55.5
Births in a public health facility that were delivered by caesarean section (%),34.3,28.8
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(88.8),(61.0)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(92.9),(65.7)
Children age 12-23 months who have received BCG (%),(95.5),(96.1)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(90.8),(77.5)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(93.6),(79.5)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.5),(77.3)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(42.4),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(69.9),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(89.4),(53.6)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),66.6,71.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(92.8),(83.5)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(7.2),(16.5)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.3,9.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
