,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),74.4,72.2
1,Population below age 15 years (%),20.1,22.8
2,"Sex ratio of the total population (females per 1,000 males)","1,057","1,000"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",900,872
4,Children under age 5 years whose birth was registered with the civil authority (%),97.4,100.0
5,Deaths in the last 3 years registered with the civil authority (%),91.9,na
6,Population living in households with electricity (%),99.5,98.9
7,Population living in households with an improved drinking-water source (%),97.6,95.3
8,Population living in households that use an improved sanitation facility(%),64.5,46.2
9,Households using clean fuel for cooking (%),84.5,76.6
10,Households using iodized salt (%),95.7,88.3
11,Households with any usual member covered under a health insurance/financing scheme (%),67.5,78.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(3.4),na
13,Women who are literate (%),81.6,na
14,Women with 10 or more years of schooling (%),51.3,51.6
15,Women age 20-24 years married before age 18 years (%),23.7,19.5
16,Births in the 5 years preceding the survey that are third or higher order (%),1.0,0.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.9,6.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.6,93.8
19,Any method (%),69.0,52.1
20,Any modern method (%),64.1,51.5
21,Female sterilization (%),56.0,47.4
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),4.0,1.8
24,Pill (%),1.1,0.4
25,Condom (%),2.1,1.7
26,Injectables (%),0.6,0.1
27,Total unmet need(%),5.6,5.6
28,Unmet need for spacing (%),1.4,3.9
29,Health worker ever talked to female non-users about family planning (%),41.7,22.1
30,Current users ever told about side effects of current method (%),86.8,80.0
31,Mothers who had an antenatal check-up in the first trimester (%),74.7,69.7
32,Mothers who had at least 4 antenatal care visits (%),85.0,78.7
33,Mothers whose last birth was protected against neonatal tetanus (%),89.3,85.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),82.2,63.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),50.8,36.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,97.2
37,days of delivery (%),92.9,68.9
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,965","2,233"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),96.0,na
41,Institutional births (%),100.0,97.5
42,Institutional births in public facility (%),63.7,66.8
43,Home births that were conducted by skilled health personnel (%),0.0,0.4
44,Births attended by skilled health personnel (%),100.0,98.0
45,Births delivered by caesarean section (%),43.0,30.5
46,Births in a private health facility that were delivered by caesarean section (%),49.5,63.1
47,Births in a public health facility that were delivered by caesarean section (%),39.4,16.6
48,mother's recall (%),(77.0),73.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(81.8),73.3
50,Children age 12-23 months who have received BCG (%),(95.8),97.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(84.4),81.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(87.9),84.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(84.3),87.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(29.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(69.1),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(87.8),72.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.8,68.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(84.5),91.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(15.5),8.8
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.7,8.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,3.0
65,health provider (%),*,(81.1)
66,Children under age 3 years breastfed within one hour of birth (%),72.0,44.8
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),*,31.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(31.5)
71,Total children age 6-23 months receiving an adequate diet (%),(6.7),31.6
72,Children under 5 years who are stunted (height-for-age) (%),23.6,27.0
73,Children under 5 years who are wasted (weight-for-height) (%),10.1,22.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.3,8.4
75,Children under 5 years who are underweight (weight-for-age) (%),20.8,22.2
76,Children under 5 years who are overweight (weight-for-height) (%),6.3,7.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.1,12.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),40.3,29.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),51.3,50.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),46.5,55.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(42.9)
83,All women age 15-49 years who are anaemic (%),46.3,55.2
84,All women age 15-19 years who are anaemic (%),40.9,50.7
85,Blood sugar level - high (141-160 mg/dl)(%),7.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),8.3,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),11.2,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.7,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.5,na
93,blood pressure (%),26.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),24.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.8,na
96,blood pressure (%),34.0,na
