,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),73.5,69.1
1,Population below age 15 years (%),22.4,24.0
2,"Sex ratio of the total population (females per 1,000 males)","1,143","1,048"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",807,847
4,Children under age 5 years whose birth was registered with the civil authority (%),97.5,97.5
5,Deaths in the last 3 years registered with the civil authority (%),91.7,na
6,Population living in households with electricity (%),98.2,98.7
7,Population living in households with an improved drinking-water source (%),93.2,99.3
8,Population living in households that use an improved sanitation facility(%),54.6,28.2
9,Households using clean fuel for cooking (%),46.7,44.7
10,Households using iodized salt (%),81.6,62.8
11,Households with any usual member covered under a health insurance/financing scheme (%),71.1,63.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(21.6),na
13,Women who are literate (%),74.6,na
14,Women with 10 or more years of schooling (%),50.7,42.7
15,Women age 20-24 years married before age 18 years (%),12.4,12.0
16,Births in the 5 years preceding the survey that are third or higher order (%),0.5,1.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),11.5,8.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.0,86.1
19,Any method (%),61.4,35.9
20,Any modern method (%),60.2,35.8
21,Female sterilization (%),49.6,32.6
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),8.3,2.0
24,Pill (%),0.0,0.0
25,Condom (%),0.9,0.7
26,Injectables (%),0.1,0.2
27,Total unmet need(%),7.0,10.9
28,Unmet need for spacing (%),3.1,4.3
29,Health worker ever talked to female non-users about family planning (%),31.4,41.0
30,Current users ever told about side effects of current method (%),86.9,(90.8)
31,Mothers who had an antenatal check-up in the first trimester (%),65.0,46.7
32,Mothers who had at least 4 antenatal care visits (%),91.4,79.1
33,Mothers whose last birth was protected against neonatal tetanus (%),88.4,51.5
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),84.7,52.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),70.8,42.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,98.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.7,54.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,664","2,936"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),96.2,na
41,Institutional births (%),100.0,98.5
42,Institutional births in public facility (%),72.1,77.5
43,Home births that were conducted by skilled health personnel (%),0.0,1.0
44,Births attended by skilled health personnel (%),100.0,98.9
45,Births delivered by caesarean section (%),57.3,39.9
46,Births in a private health facility that were delivered by caesarean section (%),78.3,(60.5)
47,Births in a public health facility that were delivered by caesarean section (%),49.1,35.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(90.8),(60.6)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(90.8),(55.3)
50,Children age 12-23 months who have received BCG (%),(100.0),(92.9)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(90.8),(76.9)
