,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.9,70.6
1,Population below age 15 years (%),23.8,23.2
2,"Sex ratio of the total population (females per 1,000 males)","1,168","1,013"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,057","1,206"
4,Children under age 5 years whose birth was registered with the civil authority (%),99.1,98.9
5,Deaths in the last 3 years registered with the civil authority (%),93.8,na
6,Population living in households with electricity (%),99.4,97.6
7,Population living in households with an improved drinking-water source (%),99.9,98.0
8,Population living in households that use an improved sanitation facility(%),74.4,45.8
9,Households using clean fuel for cooking (%),89.9,73.3
10,Households using iodized salt (%),76.8,61.2
11,Households with any usual member covered under a health insurance/financing scheme (%),67.4,53.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(29.0),na
13,Women who are literate (%),85.7,na
14,Women with 10 or more years of schooling (%),56.9,43.5
15,Women age 20-24 years married before age 18 years (%),16.0,29.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.9,1.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.5,9.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),99.7,81.2
19,Any method (%),70.6,38.5
20,Any modern method (%),67.1,38.5
21,Female sterilization (%),56.1,35.7
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),8.2,1.3
24,Pill (%),0.3,0.0
25,Condom (%),1.8,1.5
26,Injectables (%),0.5,0.0
27,Total unmet need(%),7.3,9.8
28,Unmet need for spacing (%),3.5,6.9
29,Health worker ever talked to female non-users about family planning (%),32.1,38.1
30,Current users ever told about side effects of current method (%),88.7,74.7
31,Mothers who had an antenatal check-up in the first trimester (%),88.8,43.7
32,Mothers who had at least 4 antenatal care visits (%),98.7,75.9
33,Mothers whose last birth was protected against neonatal tetanus (%),90.0,40.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),85.6,55.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),60.3,42.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,96.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),97.1,54.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,773","2,190"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),97.8,na
41,Institutional births (%),100.0,96.6
42,Institutional births in public facility (%),81.7,70.7
43,Home births that were conducted by skilled health personnel (%),0.0,3.4
44,Births attended by skilled health personnel (%),100.0,99.2
45,Births delivered by caesarean section (%),43.7,34.8
46,Births in a private health facility that were delivered by caesarean section (%),59.5,75.4
47,Births in a public health facility that were delivered by caesarean section (%),40.1,21.6
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),95.2,(56.8)
