,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),73.6,69.6
1,Population below age 15 years (%),24.8,26.8
2,"Sex ratio of the total population (females per 1,000 males)","1,120","1,046"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",916,819
4,Children under age 5 years whose birth was registered with the civil authority (%),100.0,100.0
5,Deaths in the last 3 years registered with the civil authority (%),93.0,na
6,Population living in households with electricity (%),99.7,99.3
7,Population living in households with an improved drinking-water source (%),98.4,99.5
8,Population living in households that use an improved sanitation facility(%),53.8,31.9
9,Households using clean fuel for cooking (%),68.6,57.5
10,Households using iodized salt (%),88.1,87.0
11,Households with any usual member covered under a health insurance/financing scheme (%),77.6,84.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(29.0),na
13,Women who are literate (%),75.4,na
14,Women with 10 or more years of schooling (%),45.7,42.5
15,Women age 20-24 years married before age 18 years (%),19.0,20.0
16,Births in the 5 years preceding the survey that are third or higher order (%),2.9,1.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.9,7.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.3,87.8
19,Any method (%),71.6,49.9
20,Any modern method (%),68.6,49.8
21,Female sterilization (%),62.6,47.5
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),3.2,1.2
24,Pill (%),0.7,0.1
25,Condom (%),1.3,0.6
26,Injectables (%),0.2,0.0
27,Total unmet need(%),7.4,6.6
28,Unmet need for spacing (%),1.8,3.7
29,Health worker ever talked to female non-users about family planning (%),24.6,28.7
30,Current users ever told about side effects of current method (%),75.8,85.4
31,Mothers who had an antenatal check-up in the first trimester (%),80.1,60.0
32,Mothers who had at least 4 antenatal care visits (%),94.9,79.5
33,Mothers whose last birth was protected against neonatal tetanus (%),95.4,76.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),72.7,61.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),44.8,40.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.0,94.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),88.1,66.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,255","1,780"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.0,na
41,Institutional births (%),99.1,99.2
42,Institutional births in public facility (%),84.3,84.8
43,Home births that were conducted by skilled health personnel (%),0.5,0.5
44,Births attended by skilled health personnel (%),100.0,99.6
45,Births delivered by caesarean section (%),28.0,13.3
46,Births in a private health facility that were delivered by caesarean section (%),(56.3),(26.8)
47,Births in a public health facility that were delivered by caesarean section (%),23.3,11.1
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(88.5),72.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(81.6),70.5
50,Children age 12-23 months who have received BCG (%),(100.0),95.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(88.5),84.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.1),88.8
