,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),84.4,74.6
1,Population below age 15 years (%),22.1,22.0
2,"Sex ratio of the total population (females per 1,000 males)","1,109","1,124"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",939,"1,050"
4,Children under age 5 years whose birth was registered with the civil authority (%),100.0,93.5
5,Deaths in the last 3 years registered with the civil authority (%),98.3,na
6,Population living in households with electricity (%),99.5,99.1
7,Population living in households with an improved drinking-water source (%),98.1,99.5
8,Population living in households that use an improved sanitation facility(%),79.8,46.7
9,Households using clean fuel for cooking (%),87.9,72.3
10,Households using iodized salt (%),89.9,54.9
11,Households with any usual member covered under a health insurance/financing scheme (%),61.3,54.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(12.7),na
13,Women who are literate (%),85.6,na
14,Women with 10 or more years of schooling (%),54.2,40.0
15,Women age 20-24 years married before age 18 years (%),10.7,6.0
16,Births in the 5 years preceding the survey that are third or higher order (%),1.2,2.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.3,2.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),97.2,89.8
19,Any method (%),69.8,36.1
20,Any modern method (%),64.4,35.3
21,Female sterilization (%),55.4,32.6
22,Male sterilization (%),0.2,0.2
23,IUD/PPIUD (%),5.0,0.8
24,Pill (%),0.0,0.0
25,Condom (%),2.7,0.8
26,Injectables (%),0.3,1.0
27,Total unmet need(%),7.1,16.0
28,Unmet need for spacing (%),3.7,7.4
29,Health worker ever talked to female non-users about family planning (%),23.5,25.6
30,Current users ever told about side effects of current method (%),77.4,(75.4)
31,Mothers who had an antenatal check-up in the first trimester (%),84.5,41.4
32,Mothers who had at least 4 antenatal care visits (%),85.0,71.0
33,Mothers whose last birth was protected against neonatal tetanus (%),90.8,55.5
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),87.4,44.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),65.5,24.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.0,89.2
37,days of delivery (%),92.9,57.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,281","4,913"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),93.0,na
41,Institutional births (%),100.0,98.6
