,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),92.7,88.7
1,Population below age 15 years (%),18.0,22.2
2,"Sex ratio of the total population (females per 1,000 males)","1,037","1,032"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",859,1531
4,Children under age 5 years whose birth was registered with the civil authority (%),98.2,98.9
5,Deaths in the last 3 years registered with the civil authority (%),(98.8),na
6,Population living in households with electricity (%),99.9,99.7
7,Population living in households with an improved drinking-water source (%),98.7,98.0
8,Population living in households that use an improved sanitation facility(%),90.4,82.7
9,Households using clean fuel for cooking (%),97.7,96.7
10,Households using iodized salt (%),97.0,96.4
11,Households with any usual member covered under a health insurance/financing scheme (%),58.2,56.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),*,na
13,Women who are literate (%),94.8,na
14,Women with 10 or more years of schooling (%),76.7,70.7
15,Women age 20-24 years married before age 18 years (%),1.9,12.8
16,Births in the 5 years preceding the survey that are third or higher order (%),1.0,0.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.0,0.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),100.0,97.3
19,Any method (%),65.8,60.1
20,Any modern method (%),63.6,60.1
21,Female sterilization (%),55.7,56.7
22,Male sterilization (%),0.4,0.0
23,IUD/PPIUD (%),4.9,2.2
24,Pill (%),0.0,0.2
25,Condom (%),1.7,0.7
26,Injectables (%),0.0,0.3
27,Total unmet need(%),6.9,6.8
28,Unmet need for spacing (%),2.5,3.8
29,Health worker ever talked to female non-users about family planning (%),23.0,33.3
30,Current users ever told about side effects of current method (%),86.6,88.9
31,Mothers who had an antenatal check-up in the first trimester (%),81.4,61.8
32,Mothers who had at least 4 antenatal care visits (%),89.9,78.3
33,Mothers whose last birth was protected against neonatal tetanus (%),96.1,80.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),86.3,70.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),75.5,38.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8,99.5
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.0,67.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,951","1,903"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),96.7,na
41,Institutional births (%),100.0,100.0
42,Institutional births in public facility (%),60.1,59.1
43,Home births that were conducted by skilled health personnel (%),0.0,0.0
44,Births attended by skilled health personnel (%),100.0,99.1
45,Births delivered by caesarean section (%),50.5,28.8
46,Births in a private health facility that were delivered by caesarean section (%),62.5,33.6
47,Births in a public health facility that were delivered by caesarean section (%),42.5,25.5
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(96.6),(86.1)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(100.0),(84.8)
50,Children age 12-23 months who have received BCG (%),(100.0),(99.2)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(96.6),(97.6)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(100.0),(97.6)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(96.6),(89.4)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(48.7),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(45.7),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(100.0),(81.3)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),56.4,69.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(74.8),(83.0)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(25.2),(17.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.1,10.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.0,0.4
