Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),73.5,74.1
Population below age 15 years (%),17.3,20.7
"Sex ratio of the total population (females per 1,000 males)","1,142","1,008"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,130",888
Children under age 5 years whose birth was registered with the civil authority (%),97.6,99.4
Deaths in the last 3 years registered with the civil authority (%),93.6,na
Population living in households with electricity (%),99.2,99.6
Population living in households with an improved drinking-water source (%),99.5,97.1
Population living in households that use an improved sanitation facility(%),75.2,51.3
Households using clean fuel for cooking (%),89.7,85.3
Households using iodized salt (%),95.7,89.0
Households with any usual member covered under a health insurance/financing scheme (%),68.8,57.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),*,na
Women who are literate (%),87.7,na
Women with 10 or more years of schooling (%),55.7,48.6
Women age 20-24 years married before age 18 years (%),14.2,16.5
Births in the 5 years preceding the survey that are third or higher order (%),0.6,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.5,6.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),97.8,91.3
Any method (%),65.2,59.4
Any modern method (%),62.3,58.4
Female sterilization (%),55.3,56.5
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),4.1,1.0
Pill (%),0.0,0.1
Condom (%),1.9,0.6
Injectables (%),0.6,0.2
Total unmet need(%),6.5,9.6
Unmet need for spacing (%),2.3,5.8
Health worker ever talked to female non-users about family planning (%),32.9,31.9
Current users ever told about side effects of current method (%),85.5,52.2
Mothers who had an antenatal check-up in the first trimester (%),76.2,62.4
Mothers who had at least 4 antenatal care visits (%),97.8,81.6
Mothers whose last birth was protected against neonatal tetanus (%),96.3,60.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),87.5,66.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),71.0,47.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,97.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.8,87.6
