,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),75.5,70.2
2,Population below age 15 years (%),20.9,23.4
3,"Sex ratio of the total population (females per 1,000 males)","1,109","1,011"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",848,845
5,Children under age 5 years whose birth was registered with the civil authority (%),97.6,98.8
6,Deaths in the last 3 years registered with the civil authority (%),91.6,na
7,Population living in households with electricity (%),99.0,98.9
8,Population living in households with an improved drinking-water source (%),98.5,99.4
9,Population living in households that use an improved sanitation facility(%),61.7,31.4
10,Households using clean fuel for cooking (%),70.7,63.8
11,Households using iodized salt (%),90.3,72.2
12,Households with any usual member covered under a health insurance/financing scheme (%),69.6,59.0
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(24.8),na
15,Women who are literate (%),79.8,na
16,Women with 10 or more years of schooling (%),50.2,43.3
18,Women age 20-24 years married before age 18 years (%),11.6,19.8
19,Births in the 5 years preceding the survey that are third or higher order (%),3.2,2.0
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.5,9.2
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.7,88.0
23,Any method (%),71.9,48.9
24,Any modern method (%),68.7,48.5
25,Female sterilization (%),64.5,46.8
26,Male sterilization (%),0.0,0.0
27,IUD/PPIUD (%),3.1,0.8
28,Pill (%),0.0,0.0
29,Condom (%),1.0,0.9
30,Injectables (%),0.2,0.0
32,Total unmet need(%),5.1,6.6
33,Unmet need for spacing (%),3.3,2.8
35,Health worker ever talked to female non-users about family planning (%),28.0,34.0
36,Current users ever told about side effects of current method (%),76.9,82.2
39,Mothers who had an antenatal check-up in the first trimester (%),81.2,54.3
40,Mothers who had at least 4 antenatal care visits (%),97.7,83.5
41,Mothers whose last birth was protected against neonatal tetanus (%),94.3,62.2
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),84.5,58.9
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),63.5,40.5
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,96.2
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),98.1,68.5
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,724","2,140"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),98.6,na
52,Institutional births (%),99.1,96.1
53,Institutional births in public facility (%),85.8,85.1
54,Home births that were conducted by skilled health personnel (%),0.0,2.3
55,Births attended by skilled health personnel (%),99.1,98.4
56,Births delivered by caesarean section (%),27.7,18.7
57,Births in a private health facility that were delivered by caesarean section (%),(70.1),(41.2)
58,Births in a public health facility that were delivered by caesarean section (%),21.5,16.7
