,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),77.8,73.0
2,Population below age 15 years (%),24.4,23.3
3,"Sex ratio of the total population (females per 1,000 males)","1,066","1,019"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",816,"1,047"
5,Children under age 5 years whose birth was registered with the civil authority (%),97.9,95.6
6,Deaths in the last 3 years registered with the civil authority (%),97.0,na
7,Population living in households with electricity (%),98.8,97.6
8,Population living in households with an improved drinking-water source (%),99.5,99.1
9,Population living in households that use an improved sanitation facility(%),61.0,41.6
10,Households using clean fuel for cooking (%),76.3,66.2
11,Households using iodized salt (%),81.6,81.3
12,Households with any usual member covered under a health insurance/financing scheme (%),71.9,66.7
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(38.0),na
15,Women who are literate (%),78.2,na
16,Women with 10 or more years of schooling (%),50.1,42.0
18,Women age 20-24 years married before age 18 years (%),20.5,20.3
19,Births in the 5 years preceding the survey that are third or higher order (%),0.8,1.7
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.6,6.1
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.9,91.5
23,Any method (%),74.2,60.3
24,Any modern method (%),71.4,59.6
25,Female sterilization (%),62.2,57.2
26,Male sterilization (%),0.0,0.0
27,IUD/PPIUD (%),6.9,1.2
28,Pill (%),0.8,0.5
29,Condom (%),1.1,0.7
30,Injectables (%),0.3,0.0
32,Total unmet need(%),6.3,7.3
33,Unmet need for spacing (%),2.8,2.5
35,Health worker ever talked to female non-users about family planning (%),29.8,34.2
36,Current users ever told about side effects of current method (%),84.8,78.8
39,Mothers who had an antenatal check-up in the first trimester (%),71.9,76.0
40,Mothers who had at least 4 antenatal care visits (%),96.2,88.8
41,Mothers whose last birth was protected against neonatal tetanus (%),87.4,73.5
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),85.7,67.1
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),63.6,38.9
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,98.7
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.3,84.4
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,828","2,344"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),96.2,na
52,Institutional births (%),97.0,99.3
53,Institutional births in public facility (%),74.6,76.1
54,Home births that were conducted by skilled health personnel (%),1.4,0.5
55,Births attended by skilled health personnel (%),98.6,99.8
56,Births delivered by caesarean section (%),33.3,30.4
57,Births in a private health facility that were delivered by caesarean section (%),55.0,48.9
58,Births in a public health facility that were delivered by caesarean section (%),28.1,25.1
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),92.6,80.0
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),96.4,89.2
63,Children age 12-23 months who have received BCG (%),97.6,96.7
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),92.6,86.7
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.6,92.2
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.0,91.6
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),53.9,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),72.5,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.8,76.6
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.0,72.1
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5,91.4
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.5,8.6
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.3,8.5
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.4,4.5
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(77.7)
82,Children under age 3 years breastfed within one hour of birth (%),55.2,75.4
83,Children under age 6 months exclusively breastfed (%),(36.4),*
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet (%),20.1,(27.6)
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(21.7),(51.5)
87,Total children age 6-23 months receiving an adequate diet (%),20.7,37.5
88,Children under 5 years who are stunted (height-for-age) (%),27.1,31.1
89,Children under 5 years who are wasted (weight-for-height) (%),21.1,26.5
90,Children under 5 years who are severely wasted (weight-for-height) (%),8.2,12.0
91,Children under 5 years who are underweight (weight-for-age) (%),28.4,29.8
92,Children under 5 years who are overweight (weight-for-height) (%),2.2,4.6
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.9,14.1
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),38.5,26.1
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),71.6,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),50.2,43.7
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),42.9,51.0
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(34.6),(51.5)
101,All women age 15-49 years who are anaemic (%),42.6,51.0
102,All women age 15-19 years who are anaemic (%),41.4,48.2
105,Women - Blood sugar level - high (141-160 mg/dl)(%),8.2,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),12.1,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.1,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),11.9,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),12.0,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),25.1,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.6,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.7,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.7,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),24.3,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.8,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),34.2,na
124,Ever undergone a screening test for cervical cancer (%),5.8,na
125,Ever undergone a breast examination for breast cancer (%),2.1,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.7,na
128,Women age 15 years and above who use any kind of tobacco (%),6.5,na
129,Men age 15 years and above who use any kind of tobacco (%),27.7,na
130,Women age 15 years and above who consume alcohol (%),0.1,na
131,Men age 15 years and above who consume alcohol (%),26.0,na
