,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),79.2,78.2
1,Population below age 15 years (%),20.8,24.0
2,"Sex ratio of the total population (females per 1,000 males)","1,148","1,071"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",799,884
4,Children under age 5 years whose birth was registered with the civil authority (%),99.1,99.5
5,Deaths in the last 3 years registered with the civil authority (%),87.6,na
6,Population living in households with electricity (%),99.0,99.1
7,Population living in households with an improved drinking-water source (%),100.0,93.6
8,Population living in households that use an improved sanitation facility(%),69.6,42.5
9,Households using clean fuel for cooking (%),59.0,58.2
10,Households using iodized salt (%),93.3,79.8
11,Households with any usual member covered under a health insurance/financing scheme (%),70.9,52.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(34.6),na
13,Women who are literate (%),87.8,na
14,Women with 10 or more years of schooling (%),53.7,46.7
15,Women age 20-24 years married before age 18 years (%),6.3,7.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.2,5.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.2,86.0
19,Any method (%),65.9,57.4
20,Any modern method (%),61.9,56.4
21,Female sterilization (%),53.9,51.8
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),5.8,3.2
24,Pill (%),0.1,0.0
25,Condom (%),1.8,1.4
26,Injectables (%),0.2,0.0
27,Total unmet need(%),8.5,8.8
28,Unmet need for spacing (%),2.3,3.8
29,Health worker ever talked to female non-users about family planning (%),20.9,27.7
30,Current users ever told about side effects of current method (%),70.4,69.2
31,Mothers who had an antenatal check-up in the first trimester (%),89.4,59.5
32,Mothers who had at least 4 antenatal care visits (%),93.1,68.3
33,Mothers whose last birth was protected against neonatal tetanus (%),93.0,68.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),85.6,53.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),61.3,39.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,92.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),91.9,82.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,655","3,119"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),92.4,na
41,Institutional births (%),99.7,100.0
42,Institutional births in public facility (%),69.0,73.2
43,Home births that were conducted by skilled health personnel (%),0.4,0.0
44,Births attended by skilled health personnel (%),100.0,99.2
45,Births delivered by caesarean section (%),49.4,39.8
46,Births in a private health facility that were delivered by caesarean section (%),74.2,60.0
47,Births in a public health facility that were delivered by caesarean section (%),38.7,32.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(93.8),(39.0)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(94.6),(56.8)
50,Children age 12-23 months who have received BCG (%),(100.0),(72.6)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(93.8),(58.4)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(96.4),(54.9)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(96.4),(56.6)
