,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.7,79.0
1,Population below age 15 years (%),21.5,23.5
2,"Sex ratio of the total population (females per 1,000 males)","1,123","1,048"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",919,"1,017"
4,Children under age 5 years whose birth was registered with the civil authority (%),98.4,99.2
5,Deaths in the last 3 years registered with the civil authority (%),94.9,na
6,Population living in households with electricity (%),99.0,99.2
7,Population living in households with an improved drinking-water source (%),98.1,100.0
8,Population living in households that use an improved sanitation facility(%),67.1,46.5
9,Households using clean fuel for cooking (%),71.2,71.1
10,Households using iodized salt (%),94.2,80.2
11,Households with any usual member covered under a health insurance/financing scheme (%),67.8,63.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(15.8),na
13,Women who are literate (%),83.6,na
14,Women with 10 or more years of schooling (%),57.1,53.6
15,Women age 20-24 years married before age 18 years (%),13.5,14.6
16,Births in the 5 years preceding the survey that are third or higher order (%),1.0,2.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.5,4.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.5,94.2
19,Any method (%),68.1,43.4
20,Any modern method (%),61.5,42.6
21,Female sterilization (%),49.6,36.8
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),6.8,4.0
24,Pill (%),1.1,0.3
25,Condom (%),2.6,1.1
26,Injectables (%),0.6,0.1
27,Total unmet need(%),11.1,15.1
28,Unmet need for spacing (%),4.4,6.3
29,Health worker ever talked to female non-users about family planning (%),28.0,27.2
30,Current users ever told about side effects of current method (%),87.8,65.2
31,Mothers who had an antenatal check-up in the first trimester (%),86.1,63.0
32,Mothers who had at least 4 antenatal care visits (%),90.5,85.8
33,Mothers whose last birth was protected against neonatal tetanus (%),92.2,51.5
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),86.1,59.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),66.2,34.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,92.9
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2,97.6,67.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,593","1,254"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2,94.6,na
41,Institutional births (%),98.6,98.3
42,Institutional births in public facility (%),65.3,52.9
43,Home births that were conducted by skilled health personnel (%),0.4,0.8
44,Births attended by skilled health personnel (%),99.0,99.1
45,Births delivered by caesarean section (%),41.0,37.3
46,Births in a private health facility that were delivered by caesarean section (%),66.4,55.8
47,Births in a public health facility that were delivered by caesarean section (%),29.0,22.7
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or,(97.1),(70.0)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(89.4),(83.0)
50,Children age 12-23 months who have received BCG (%),(100.0),(90.7)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(97.1),(80.6)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.1),(81.0)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.1),(88.7)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(43.6),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(67.3),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.1),(50.5)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),63.8,79.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(92.4)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(7.6)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.2,5.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
