Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),59.5,47.4
Population below age 15 years (%),31.1,34.6
"Sex ratio of the total population (females per 1,000 males)",982,957
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",769,883
Children under age 5 years whose birth was registered with the civil authority (%),96.6,64.9
Deaths in the last 3 years registered with the civil authority (%),94.0,na
Population living in households with electricity (%),98.4,82.4
Population living in households with an improved drinking-water source (%),98.3,93.6
Population living in households that use an improved sanitation facility(%),77.4,39.9
Households using clean fuel for cooking (%),36.5,27.1
Households using iodized salt (%),97.0,99.2
Households with any usual member covered under a health insurance/financing scheme (%),96.6,9.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.7,na
Women who are literate (%),60.4,na
Women with 10 or more years of schooling (%),22.2,12.6
Women age 20-24 years married before age 18 years (%),23.3,32.4
Births in the 5 years preceding the survey that are third or higher order (%),2.4,5.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.9,4.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.8,39.1
Any method (%),54.2,59.0
Any modern method (%),46.2,48.8
Female sterilization (%),34.2,41.7
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),0.5,0.5
Pill (%),2.1,1.8
Condom (%),8.7,4.8
Injectables (%),0.3,0.0
Total unmet need(%),14.8,13.1
Unmet need for spacing (%),6.9,6.7
Health worker ever talked to female non-users about family planning (%),27.2,14.0
Current users ever told about side effects of current method (%),75.7,24.1
Mothers who had an antenatal check-up in the first trimester (%),82.1,55.0
Mothers who had at least 4 antenatal care visits (%),71.2,31.0
Mothers whose last birth was protected against neonatal tetanus (%),95.8,81.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.0,21.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.2,8.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.0,87.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),87.6,66.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,460",927
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),87.0,na
Institutional births (%),95.5,83.9
Institutional births in public facility (%),73.7,44.5
Home births that were conducted by skilled health personnel (%),1.3,4.0
Births attended by skilled health personnel (%),94.8,87.9
Births delivered by caesarean section (%),4.1,5.9
Births in a private health facility that were delivered by caesarean section (%),13.5,13.1
Births in a public health facility that were delivered by caesarean section (%),1.5,1.7
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),78.0,35.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.4,(70.4)
Children age 12-23 months who have received BCG (%),97.4,74.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.5,44.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.3,46.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.7,52.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.7,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),62.5,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.3,34.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.7,38.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.7,84.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.3,14.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.2,4.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.7,2.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(87.9)
Children under age 3 years breastfed within one hour of birth (%),43.3,24.0
Children under age 6 months exclusively breastfed (%),78.6,56.2
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(27.4)
Breastfeeding children age 6-23 months receiving an adequate diet (%),5.8,1.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(0.0)
Total children age 6-23 months receiving an adequate diet (%),5.0,0.8
Children under 5 years who are stunted (height-for-age) (%),44.3,45.0
Children under 5 years who are wasted (weight-for-height) (%),12.1,27.2
Children under 5 years who are severely wasted (weight-for-height) (%),4.8,9.1
Children under 5 years who are underweight (weight-for-age) (%),36.5,42.7
Children under 5 years who are overweight (weight-for-height) (%),3.0,2.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.7,31.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),4.3,9.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),55.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.3,67.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.8,59.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),43.5,46.5
All women age 15-49 years who are anaemic (%),59.9,58.7
All women age 15-19 years who are anaemic (%),73.8,60.1
Women - Blood sugar level - high (141-160 mg/dl)(%),4.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
Men - Blood sugar level - very high (>160 mg/dl) (%),4.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),10.4,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.6,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),11.5,na
Ever undergone a screening test for cervical cancer (%),0.1,na
Ever undergone a breast examination for breast cancer (%),0.1,na
Ever undergone an oral cavity examination for oral cancer (%),0.1,na
Women age 15 years and above who use any kind of tobacco (%),6.5,na
Men age 15 years and above who use any kind of tobacco (%),44.2,na
Women age 15 years and above who consume alcohol (%),0.5,na
Men age 15 years and above who consume alcohol (%),9.9,na
