,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),62.4,56.3
1,Population below age 15 years (%),31.7,36.3
2,"Sex ratio of the total population (females per 1,000 males)",970,970
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",845,941
4,Children under age 5 years whose birth was registered with the civil authority (%),79.4,52.2
5,Deaths in the last 3 years registered with the civil authority (%),67.7,na
6,Population living in households with electricity (%),98.3,90.9
7,Population living in households with an improved drinking-water source (%),93.9,91.3
8,Population living in households that use an improved sanitation facility(%),62.7,34.9
9,Households using clean fuel for cooking (%),24.3,16.2
10,Households using iodized salt (%),89.8,91.7
11,Households with any usual member covered under a health insurance/financing scheme (%),84.8,13.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.2,na
13,Women who are literate (%),61.1,na
14,Women with 10 or more years of schooling (%),30.3,22.0
15,Women age 20-24 years married before age 18 years (%),33.5,37.3
16,Births in the 5 years preceding the survey that are third or higher order (%),4.3,6.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.1,8.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.7,50.0
19,Any method (%),61.2,44.6
20,Any modern method (%),48.4,40.4
21,Female sterilization (%),35.9,31.3
22,Male sterilization (%),0.0,0.1
23,IUD/PPIUD (%),0.7,2.3
24,Pill (%),1.8,0.7
25,Condom (%),8.5,5.6
26,Injectables (%),0.4,0.3
27,Total unmet need(%),11.3,18.1
28,Unmet need for spacing (%),4.7,7.7
29,Health worker ever talked to female non-users about family planning (%),19.3,14.4
30,Current users ever told about side effects of current method (%),47.9,31.1
31,Mothers who had an antenatal check-up in the first trimester (%),55.4,44.7
32,Mothers who had at least 4 antenatal care visits (%),33.2,17.2
33,Mothers whose last birth was protected against neonatal tetanus (%),86.9,83.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),13.7,5.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),3.9,2.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.5,89.2
37,days of delivery (%),75.9,44.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,773","1,796"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
40,days of delivery (%),76.8,na
41,Institutional births (%),92.1,79.4
42,Institutional births in public facility (%),74.6,67.7
43,Home births that were conducted by skilled health personnel (%),1.3,2.4
44,Births attended by skilled health personnel (%),90.8,79.6
45,Births delivered by caesarean section (%),12.2,6.9
46,Births in a private health facility that were delivered by caesarean section (%),39.7,28.9
47,Births in a public health facility that were delivered by caesarean section (%),7.0,5.2
48,mother's recall (%),64.1,50.5
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),67.2,71.3
50,Children age 12-23 months who have received BCG (%),86.0,77.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),77.4,56.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.1,60.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.0,70.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),13.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),51.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.2,42.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),44.9,43.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.8,96.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.1,2.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),15.3,10.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),47.3,38.4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),23.0,17.9
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),70.5,67.8
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.8,5.2
65,health provider (%),77.4,75.0
66,Children under age 3 years breastfed within one hour of birth (%),37.9,32.5
67,Children under age 6 months exclusively breastfed (%),48.2,55.3
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(40.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),12.9,10.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(0.0)
71,Total children age 6-23 months receiving an adequate diet (%),11.8,8.1
72,Children under 5 years who are stunted (height-for-age) (%),40.3,47.6
73,Children under 5 years who are wasted (weight-for-height) (%),12.2,14.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.3,6.7
75,Children under 5 years who are underweight (weight-for-age) (%),29.1,30.9
76,Children under 5 years who are overweight (weight-for-height) (%),5.1,2.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.5,25.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),12.4,14.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),48.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.7,56.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.0,41.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),56.1,39.0
83,All women age 15-49 years who are anaemic (%),60.8,41.6
84,All women age 15-19 years who are anaemic (%),61.7,42.2
85,Blood sugar level - high (141-160 mg/dl)(%),3.0,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.7,na
88,Blood sugar level - high (141-160 mg/dl)(%),3.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.7,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.7,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,na
93,blood pressure (%),19.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
96,blood pressure (%),23.6,na
97,Ever undergone a screening test for cervical cancer (%),1.4,na
