,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),64.6,61.5
1,Population below age 15 years (%),30.2,32.0
2,"Sex ratio of the total population (females per 1,000 males)",968,957
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",907,984
4,Children under age 5 years whose birth was registered with the civil authority (%),89.9,64.7
5,Deaths in the last 3 years registered with the civil authority (%),77.3,na
6,Population living in households with electricity (%),96.1,91.2
7,Population living in households with an improved drinking-water source (%),94.9,98.9
8,Population living in households that use an improved sanitation facility(%),79.8,65.9
9,Households using clean fuel for cooking (%),51.4,39.7
10,Households using iodized salt (%),95.7,90.3
11,Households with any usual member covered under a health insurance/financing scheme (%),87.4,7.9
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.8,na
13,Women who are literate (%),62.5,na
14,Women with 10 or more years of schooling (%),30.2,23.4
15,Women age 20-24 years married before age 18 years (%),33.3,33.4
16,Births in the 5 years preceding the survey that are third or higher order (%),3.9,3.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.5,6.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),90.2,58.3
19,Any method (%),79.5,71.4
20,Any modern method (%),67.5,66.8
21,Female sterilization (%),43.4,43.8
22,Male sterilization (%),0.1,0.2
23,IUD/PPIUD (%),1.7,0.9
24,Pill (%),1.7,3.7
25,Condom (%),19.9,18.0
26,Injectables (%),0.1,0.1
27,Total unmet need(%),4.6,8.5
28,Unmet need for spacing (%),2.7,4.0
29,Health worker ever talked to female non-users about family planning (%),23.6,10.0
30,Current users ever told about side effects of current method (%),42.5,36.3
31,Mothers who had an antenatal check-up in the first trimester (%),80.5,67.5
32,Mothers who had at least 4 antenatal care visits (%),50.5,38.2
33,Mothers whose last birth was protected against neonatal tetanus (%),91.6,93.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),29.8,10.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.6,2.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.7,95.1
37,days of delivery (%),81.2,64.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,492","2,495"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.7
40,days of delivery (%),80.8,na
41,Institutional births (%),90.0,73.4
42,Institutional births in public facility (%),81.8,59.8
43,Home births that were conducted by skilled health personnel (%),2.9,7.5
44,Births attended by skilled health personnel (%),92.7,80.8
45,Births delivered by caesarean section (%),8.1,7.6
46,Births in a private health facility that were delivered by caesarean section (%),(35.5),24.9
47,Births in a public health facility that were delivered by caesarean section (%),6.3,7.1
48,mother's recall (%),75.6,56.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),81.3,64.4
50,Children age 12-23 months who have received BCG (%),94.8,87.3
