,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),67.1,56.7
2,Population below age 15 years (%),27.3,30.1
3,"Sex ratio of the total population (females per 1,000 males)","1,085","1,056"
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",998,875
5,Children under age 5 years whose birth was registered with the civil authority (%),98.0,71.3
6,Deaths in the last 3 years registered with the civil authority (%),90.4,na
7,Population living in households with electricity (%),99.7,95.7
8,Population living in households with an improved drinking-water source (%),96.2,92.3
9,Population living in households that use an improved sanitation facility(%),81.8,51.4
10,Households using clean fuel for cooking (%),53.1,40.8
11,Households using iodized salt (%),96.2,97.6
12,Households with any usual member covered under a health insurance/financing scheme (%),96.2,32.8
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.4,na
15,Women who are literate (%),74.4,na
16,Women with 10 or more years of schooling (%),36.6,19.4
18,Women age 20-24 years married before age 18 years (%),11.8,31.3
19,Births in the 5 years preceding the survey that are third or higher order (%),1.4,4.6
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.2,3.4
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.1,53.8
23,Any method (%),57.8,57.1
24,Any modern method (%),47.6,46.7
25,Female sterilization (%),33.5,34.6
26,Male sterilization (%),0.1,0.1
27,IUD/PPIUD (%),1.1,1.0
28,Pill (%),2.9,2.3
29,Condom (%),9.1,8.7
30,Injectables (%),0.4,0.0
32,Total unmet need(%),12.9,12.3
33,Unmet need for spacing (%),5.2,5.9
35,Health worker ever talked to female non-users about family planning (%),30.6,24.4
36,Current users ever told about side effects of current method (%),65.1,48.3
39,Mothers who had an antenatal check-up in the first trimester (%),69.3,67.1
40,Mothers who had at least 4 antenatal care visits (%),45.0,47.9
41,Mothers whose last birth was protected against neonatal tetanus (%),97.5,93.3
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),43.8,16.0
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.0,5.5
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.5,92.9
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),96.4,52.5
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,269",904
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.7,na
52,Institutional births (%),98.8,83.1
53,Institutional births in public facility (%),82.4,67.4
54,Home births that were conducted by skilled health personnel (%),0.3,2.5
55,Births attended by skilled health personnel (%),98.5,85.5
56,Births delivered by caesarean section (%),10.2,8.8
57,Births in a private health facility that were delivered by caesarean section (%),39.9,32.1
58,Births in a public health facility that were delivered by caesarean section (%),4.4,5.6
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),90.2,57.6
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),89.2,(60.8)
63,Children age 12-23 months who have received BCG (%),100.0,93.5
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),91.5,69.7
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.1,68.6
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.4,75.4
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.0,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),61.1,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.6,55.5
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),65.7,35.4
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,95.8
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.8
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.3,5.3
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,0.7
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(88.1),(73.0)
