,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),57.0,48.7
1,Population below age 15 years (%),30.7,32.7
2,"Sex ratio of the total population (females per 1,000 males)","1,038",982
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",919,796
4,Children under age 5 years whose birth was registered with the civil authority (%),90.1,63.7
5,Deaths in the last 3 years registered with the civil authority (%),71.0,na
6,Population living in households with electricity (%),97.0,75.9
7,Population living in households with an improved drinking-water source (%),88.6,85.3
8,Population living in households that use an improved sanitation facility(%),46.3,16.3
9,Households using clean fuel for cooking (%),23.0,13.6
10,Households using iodized salt (%),90.4,95.2
11,Households with any usual member covered under a health insurance/financing scheme (%),84.5,10.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),9.0,na
13,Women who are literate (%),53.5,na
14,Women with 10 or more years of schooling (%),23.5,16.1
15,Women age 20-24 years married before age 18 years (%),30.9,41.2
16,Births in the 5 years preceding the survey that are third or higher order (%),2.9,3.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.2,4.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),67.6,28.2
19,Any method (%),72.0,63.6
20,Any modern method (%),61.8,54.6
21,Female sterilization (%),46.1,44.4
22,Male sterilization (%),0.5,0.0
23,IUD/PPIUD (%),1.0,1.0
24,Pill (%),1.8,2.0
25,Condom (%),11.9,7.0
26,Injectables (%),0.1,0.0
27,Total unmet need(%),6.0,9.1
28,Unmet need for spacing (%),3.1,5.1
29,Health worker ever talked to female non-users about family planning (%),30.5,15.4
30,Current users ever told about side effects of current method (%),76.0,26.7
31,Mothers who had an antenatal check-up in the first trimester (%),75.1,54.2
32,Mothers who had at least 4 antenatal care visits (%),52.9,30.7
33,Mothers whose last birth was protected against neonatal tetanus (%),91.2,94.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),17.0,30.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),2.7,12.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.7,91.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.0,69.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,213",758
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.7)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),93.0,na
41,Institutional births (%),96.4,89.5
42,Institutional births in public facility (%),92.3,84.3
43,Home births that were conducted by skilled health personnel (%),0.5,1.5
44,Births attended by skilled health personnel (%),97.1,90.8
45,Births delivered by caesarean section (%),3.6,2.7
46,Births in a private health facility that were delivered by caesarean section (%),*,(35.6)
47,Births in a public health facility that were delivered by caesarean section (%),1.8,1.0
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),75.8,66.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),88.7,75.4
50,Children age 12-23 months who have received BCG (%),96.5,97.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),81.1,73.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),97.2,79.3
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.9,83.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),67.7,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),97.2,59.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.1,52.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.0,6.2
