,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.0,44.7
1,Population below age 15 years (%),31.4,38.5
2,"Sex ratio of the total population (females per 1,000 males)",986,980
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",877,897
4,Children under age 5 years whose birth was registered with the civil authority (%),96.0,52.3
5,Deaths in the last 3 years registered with the civil authority (%),88.7,na
6,Population living in households with electricity (%),95.5,66.8
7,Population living in households with an improved drinking-water source (%),99.9,93.1
8,Population living in households that use an improved sanitation facility(%),83.6,20.5
9,Households using clean fuel for cooking (%),26.8,14.7
10,Households using iodized salt (%),92.5,87.1
11,Households with any usual member covered under a health insurance/financing scheme (%),97.8,8.9
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.4,na
13,Women who are literate (%),66.3,na
14,Women with 10 or more years of schooling (%),25.6,10.2
15,Women age 20-24 years married before age 18 years (%),20.2,46.7
16,Births in the 5 years preceding the survey that are third or higher order (%),3.5,6.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.0,7.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),86.3,29.8
19,Any method (%),77.9,46.2
20,Any modern method (%),66.7,37.4
21,Female sterilization (%),46.3,31.7
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.5,0.6
24,Pill (%),4.5,0.8
25,Condom (%),13.5,4.1
26,Injectables (%),1.4,0.1
27,Total unmet need(%),5.1,14.8
28,Unmet need for spacing (%),2.8,7.5
29,Health worker ever talked to female non-users about family planning (%),26.8,12.9
30,Current users ever told about side effects of current method (%),73.6,32.9
31,Mothers who had an antenatal check-up in the first trimester (%),82.7,48.0
32,Mothers who had at least 4 antenatal care visits (%),64.9,16.2
33,Mothers whose last birth was protected against neonatal tetanus (%),96.5,68.8
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),41.7,10.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.0,4.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.8,86.6
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.3,41.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,117","1,238"
