Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),55.3,50.0
Population below age 15 years (%),26.1,27.3
"Sex ratio of the total population (females per 1,000 males)","1,037",968
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",861,"1,047"
Children under age 5 years whose birth was registered with the civil authority (%),95.5,72.8
Deaths in the last 3 years registered with the civil authority (%),73.3,na
Population living in households with electricity (%),99.0,95.7
Population living in households with an improved drinking-water source (%),97.6,94.4
Population living in households that use an improved sanitation facility(%),63.8,33.1
Households using clean fuel for cooking (%),31.3,25.4
Households using iodized salt (%),97.3,99.0
Households with any usual member covered under a health insurance/financing scheme (%),90.6,6.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.4,na
Women who are literate (%),56.1,na
Women with 10 or more years of schooling (%),24.8,19.2
Women age 20-24 years married before age 18 years (%),42.6,53.6
Births in the 5 years preceding the survey that are third or higher order (%),1.7,1.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.5,5.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),67.5,43.1
Any method (%),66.9,47.3
Any modern method (%),49.6,38.8
Female sterilization (%),33.5,29.5
Male sterilization (%),0.1,0.1
IUD/PPIUD (%),1.6,0.9
Pill (%),2.1,2.0
Condom (%),9.6,5.8
Injectables (%),1.1,0.5
Total unmet need(%),8.1,15.3
Unmet need for spacing (%),3.2,7.7
Health worker ever talked to female non-users about family planning (%),33.5,15.6
Current users ever told about side effects of current method (%),72.4,39.6
Mothers who had an antenatal check-up in the first trimester (%),85.5,69.4
Mothers who had at least 4 antenatal care visits (%),75.0,22.7
Mothers whose last birth was protected against neonatal tetanus (%),97.2,87.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),30.2,16.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.7,9.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.2,88.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),91.2,55.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,139",842
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(3.6)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.7,na
Institutional births (%),96.8,85.6
Institutional births in public facility (%),85.3,77.5
Home births that were conducted by skilled health personnel (%),0.8,3.2
Births attended by skilled health personnel (%),97.3,88.8
Births delivered by caesarean section (%),15.4,6.9
Births in a private health facility that were delivered by caesarean section (%),(50.3),*
Births in a public health facility that were delivered by caesarean section (%),11.3,5.8
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),87.8,(42.4)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),89.9,*
Children age 12-23 months who have received BCG (%),100.0,(95.8)
Children age 12-23 months who have received 3 doses of polio vaccine (%),89.1,(56.1)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),96.8,(57.5)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.1,(80.7)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),55.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),86.6,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),98.3,(44.8)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),62.7,48.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.8,(95.8)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.2,(4.2)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.2,5.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(81.9)
Children under age 3 years breastfed within one hour of birth (%),51.1,23.4
Children under age 6 months exclusively breastfed (%),(77.2),(35.9)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),5.0,0.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),5.2,0.0
Children under 5 years who are stunted (height-for-age) (%),31.4,37.4
Children under 5 years who are wasted (weight-for-height) (%),14.6,23.8
Children under 5 years who are severely wasted (weight-for-height) (%),4.9,8.7
Children under 5 years who are underweight (weight-for-age) (%),25.9,41.9
Children under 5 years who are overweight (weight-for-height) (%),1.0,0.8
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.2,28.7
