Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),64.6,53.3
Population below age 15 years (%),28.8,34.0
"Sex ratio of the total population (females per 1,000 males)","1,029","1,009"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",843,811
Children under age 5 years whose birth was registered with the civil authority (%),94.5,66.9
Deaths in the last 3 years registered with the civil authority (%),72.7,na
Population living in households with electricity (%),99.4,78.3
Population living in households with an improved drinking-water source (%),94.1,91.7
Population living in households that use an improved sanitation facility(%),59.9,31.9
Households using clean fuel for cooking (%),27.3,16.9
Households using iodized salt (%),96.6,92.3
Households with any usual member covered under a health insurance/financing scheme (%),97.5,9.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.4,na
Women who are literate (%),66.0,na
Women with 10 or more years of schooling (%),32.5,24.5
Women age 20-24 years married before age 18 years (%),16.9,29.4
Births in the 5 years preceding the survey that are third or higher order (%),0.9,5.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.4,6.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.5,35.8
Any method (%),70.7,64.2
Any modern method (%),60.8,55.1
Female sterilization (%),41.6,40.0
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),2.9,0.4
Pill (%),2.9,4.2
Condom (%),12.2,10.4
Injectables (%),1.3,0.0
Total unmet need(%),5.9,9.7
Unmet need for spacing (%),1.8,3.7
Health worker ever talked to female non-users about family planning (%),16.0,13.7
Current users ever told about side effects of current method (%),71.2,40.0
Mothers who had an antenatal check-up in the first trimester (%),77.0,73.1
Mothers who had at least 4 antenatal care visits (%),50.6,45.9
Mothers whose last birth was protected against neonatal tetanus (%),97.5,94.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.0,8.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),6.7,2.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,95.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),92.6,70.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,525","1,359"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(4.3)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),92.4,na
Institutional births (%),94.1,86.4
Institutional births in public facility (%),81.2,71.7
Home births that were conducted by skilled health personnel (%),1.9,0.9
Births attended by skilled health personnel (%),95.5,87.1
Births delivered by caesarean section (%),5.9,6.7
Births in a private health facility that were delivered by caesarean section (%),20.6,31.2
Births in a public health facility that were delivered by caesarean section (%),4.0,2.9
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),83.3,65.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),89.2,68.5
Children age 12-23 months who have received BCG (%),96.9,93.7
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.8,78.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.7,75.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),96.8,83.8
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),53.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.8,65.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),61.7,18.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.6,97.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.4,3.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.7,9.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,82.5
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,6.3
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,79.7
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,0.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(87.3)
Children under age 3 years breastfed within one hour of birth (%),47.2,17.5
Children under age 6 months exclusively breastfed (%),66.3,44.4
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),5.1,0.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),4.7,0.0
Children under 5 years who are stunted (height-for-age) (%),31.4,46.8
Children under 5 years who are wasted (weight-for-height) (%),15.6,37.5
Children under 5 years who are severely wasted (weight-for-height) (%),4.4,16.1
Children under 5 years who are underweight (weight-for-age) (%),25.9,53.4
Children under 5 years who are overweight (weight-for-height) (%),2.5,2.5
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.8,38.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),4.4,6.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),63.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79.8,76.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),73.6,73.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),53.3,65.2
All women age 15-49 years who are anaemic (%),72.6,73.2
All women age 15-19 years who are anaemic (%),77.3,76.8
Women - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.0,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),1.9,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),12.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.4,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),14.9,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.3,na
Women age 15 years and above who use any kind of tobacco (%),3.6,na
Men age 15 years and above who use any kind of tobacco (%),40.8,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),11.4,na
