Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),64.8,58.0
Population below age 15 years (%),30.3,31.9
"Sex ratio of the total population (females per 1,000 males)","1,042",952
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",872,870
Children under age 5 years whose birth was registered with the civil authority (%),97.1,68.4
Deaths in the last 3 years registered with the civil authority (%),83.3,na
Population living in households with electricity (%),98.4,91.1
Population living in households with an improved drinking-water source (%),96.5,98.1
Population living in households that use an improved sanitation facility(%),75.4,52.2
Households using clean fuel for cooking (%),56.1,44.8
Households using iodized salt (%),94.5,88.6
Households with any usual member covered under a health insurance/financing scheme (%),87.5,17.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.7,na
Women who are literate (%),67.4,na
Women with 10 or more years of schooling (%),34.6,25.1
Women age 20-24 years married before age 18 years (%),28.1,34.7
Births in the 5 years preceding the survey that are third or higher order (%),2.6,4.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.1,8.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.5,55.7
Any method (%),78.9,61.2
Any modern method (%),66.4,55.8
Female sterilization (%),41.0,39.3
Male sterilization (%),0.0,0.2
IUD/PPIUD (%),1.6,1.8
Pill (%),4.8,3.1
Condom (%),18.0,10.8
Injectables (%),0.3,0.6
Total unmet need(%),5.7,11.4
Unmet need for spacing (%),3.2,4.8
Health worker ever talked to female non-users about family planning (%),21.5,15.3
Current users ever told about side effects of current method (%),70.8,49.7
Mothers who had an antenatal check-up in the first trimester (%),71.9,60.5
Mothers who had at least 4 antenatal care visits (%),56.7,40.2
Mothers whose last birth was protected against neonatal tetanus (%),96.4,86.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.3,14.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.4,2.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,91.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),81.6,59.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,286","22,172"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),2.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.9,na
Institutional births (%),90.0,72.7
Institutional births in public facility (%),73.9,57.4
Home births that were conducted by skilled health personnel (%),3.1,5.8
Births attended by skilled health personnel (%),92.6,78.0
Births delivered by caesarean section (%),13.6,10.1
Births in a private health facility that were delivered by caesarean section (%),35.1,29.8
Births in a public health facility that were delivered by caesarean section (%),10.8,9.6
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),81.2,42.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),77.0,68.5
Children age 12-23 months who have received BCG (%),94.1,84.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),87.2,57.0
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.9,63.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.0,75.2
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),23.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),46.1,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.1,41.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.8,52.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.3,93.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.7,6.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.3,6.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(88.6),(51.5)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(17.0),(24.1)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(85.0),(54.7)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(55.0),80.2
Children under age 3 years breastfed within one hour of birth (%),27.9,32.1
Children under age 6 months exclusively breastfed (%),64.7,49.3
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),(67.2),(43.9)
Breastfeeding children age 6-23 months receiving an adequate diet (%),13.1,4.2
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(0.0)
Total children age 6-23 months receiving an adequate diet (%),12.5,3.6
Children under 5 years who are stunted (height-for-age) (%),32.6,40.3
Children under 5 years who are wasted (weight-for-height) (%),13.3,23.8
Children under 5 years who are severely wasted (weight-for-height) (%),6.0,9.0
Children under 5 years who are underweight (weight-for-age) (%),25.4,38.6
Children under 5 years who are overweight (weight-for-height) (%),5.5,2.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.9,20.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.3,18.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),52.8,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),64.4,63.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),44.2,44.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),23.6,40.8
All women age 15-49 years who are anaemic (%),43.4,44.3
All women age 15-19 years who are anaemic (%),50.1,45.0
Women - Blood sugar level - high (141-160 mg/dl)(%),3.1,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.2,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),4.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),2.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),13.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.8,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),16.5,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.3,na
